Event, Time (sec), Component, Event Property,Value
2859,2031.10805, , id=0x0001, 0x00000001 0x00000077
2860,2031.59629, , id=0x0001, 0x00000001 0x00000072
2861,2032.083546, , id=0x0001, 0x00000001 0x00000072
2862,2032.570668, , id=0x0001, 0x00000001 0x0000006D
2863,2033.11707, , id=0x0001, 0x00000001 0x00000077
2864,2033.60481, , id=0x0001, 0x00000001 0x0000006D
2865,2034.09255, , id=0x0001, 0x00000001 0x0000006D
2866,2034.57979, , id=0x0001, 0x00000001 0x0000007C
2867,2035.067928, , id=0x0001, 0x00000001 0x00000086
2868,2035.61481, , id=0x0001, 0x00000001 0x000000AD
2869,2036.10255, , id=0x0001, 0x00000001 0x000000AD
2870,2036.59079, , id=0x0001, 0x00000001 0x000000AD
2871,2037.07953, , id=0x0001, 0x00000001 0x000000C0
2872,2037.567668, , id=0x0001, 0x00000001 0x000000CA
2873,2038.11405, , id=0x0001, 0x00000001 0x000000AD
2874,2038.60329, , id=0x0001, 0x00000001 0x0000009E
2875,2039.09203, , id=0x0001, 0x00000001 0x0000009E
2876,2039.58127, , id=0x0001, 0x00000001 0x0000008B
2877,2040.068908, , id=0x0001, 0x00000001 0x00000090
2878,2040.61729, , id=0x0001, 0x00000001 0x000000B2
2879,2041.10553, , id=0x0001, 0x00000001 0x00000099
2880,2041.59427, , id=0x0001, 0x00000001 0x00000099
2881,2042.08251, , id=0x0001, 0x00000001 0x000000AD
2882,2042.570648, , id=0x0001, 0x00000001 0x000000B7
2883,2043.11753, , id=0x0001, 0x00000001 0x000000C5
2884,2043.60527, , id=0x0001, 0x00000001 0x000000AD
2885,2044.09301, , id=0x0001, 0x00000001 0x000000AD
2886,2044.58075, , id=0x0001, 0x00000001 0x00000094
2887,2045.068888, , id=0x0001, 0x00000001 0x00000077
2888,2045.61529, , id=0x0001, 0x00000001 0x0000005F
2889,2046.10403, , id=0x0001, 0x00000001 0x0000005A
2890,2046.59127, , id=0x0001, 0x00000001 0x0000005A
2891,2047.079038, , id=0x0001, 0x00000001 0x0000005A
2892,2047.567746, , id=0x0001, 0x00000001 0x0000006D
2893,2048.11553, , id=0x0001, 0x00000001 0x00000090
2894,2048.60377, , id=0x0001, 0x00000001 0x00000077
2895,2049.09151, , id=0x0001, 0x00000001 0x00000077
2896,2049.579268, , id=0x0001, 0x00000001 0x00000086
2897,2050.066388, , id=0x0001, 0x00000001 0x00000086
2898,2050.61227, , id=0x0001, 0x00000001 0x000000CA
2899,2051.10001, , id=0x0001, 0x00000001 0x000000C0
2900,2051.58775, , id=0x0001, 0x00000001 0x000000C0
2901,2052.075518, , id=0x0001, 0x00000001 0x000000A8
2902,2052.564222, , id=0x0001, 0x00000001 0x0000009E
2903,2053.11001, , id=0x0001, 0x00000001 0x00000099
2904,2053.59775, , id=0x0001, 0x00000001 0x00000094
2905,2054.08599, , id=0x0001, 0x00000001 0x00000094
2906,2054.574244, , id=0x0001, 0x00000001 0x0000009E
2907,2055.061466, , id=0x0001, 0x00000001 0x000000A3
2908,2055.60875, , id=0x0001, 0x00000001 0x000000A8
2909,2056.09799, , id=0x0001, 0x00000001 0x00000086
2910,2056.58673, , id=0x0001, 0x00000001 0x00000086
2911,2057.076992, , id=0x0001, 0x00000001 0x00000077
2912,2057.566202, , id=0x0001, 0x00000001 0x0000007C
2913,2058.11349, , id=0x0001, 0x00000001 0x0000007C
2914,2058.60323, , id=0x0001, 0x00000001 0x00000072
2915,2059.09247, , id=0x0001, 0x00000001 0x00000072
2916,2059.58171, , id=0x0001, 0x00000001 0x00000069
2917,2060.071348, , id=0x0001, 0x00000001 0x00000069
2918,2060.61723, , id=0x0001, 0x00000001 0x0000005A
2919,2061.10597, , id=0x0001, 0x00000001 0x0000005F
2920,2061.59471, , id=0x0001, 0x00000001 0x0000005F
2921,2062.08395, , id=0x0001, 0x00000001 0x0000005A
2922,2062.57371, , id=0x0001, 0x00000001 0x0000005F
2923,2063.12197, , id=0x0001, 0x00000001 0x0000009E
2924,2063.61171, , id=0x0001, 0x00000001 0x00000086
2925,2064.10245, , id=0x0001, 0x00000001 0x00000094
2926,2064.59219, , id=0x0001, 0x00000001 0x00000094
2927,2065.08143, , id=0x0001, 0x00000001 0x000000A8
2928,2065.570568, , id=0x0001, 0x00000001 0x000000BC
2929,2066.11795, , id=0x0001, 0x00000001 0x00000099
2930,2066.60769, , id=0x0001, 0x00000001 0x00000086
2931,2067.09693, , id=0x0001, 0x00000001 0x00000086
2932,2067.58617, , id=0x0001, 0x00000001 0x00000086
2933,2068.07491, , id=0x0001, 0x00000001 0x00000086
2934,2068.566142, , id=0x0001, 0x00000001 0x00000064
2935,2069.11243, , id=0x0001, 0x00000001 0x0000005A
2936,2069.60117, , id=0x0001, 0x00000001 0x00000072
2937,2070.08991, , id=0x0001, 0x00000001 0x00000072
2938,2070.57965, , id=0x0001, 0x00000001 0x0000006D
2939,2071.068806, , id=0x0001, 0x00000001 0x00000072
2940,2071.61567, , id=0x0001, 0x00000001 0x00000069
2941,2072.10491, , id=0x0001, 0x00000001 0x00000072
2942,2072.59415, , id=0x0001, 0x00000001 0x00000072
2943,2073.08339, , id=0x0001, 0x00000001 0x0000007C
2944,2073.572528, , id=0x0001, 0x00000001 0x00000069
2945,2074.11891, , id=0x0001, 0x00000001 0x0000005F
2946,2074.60915, , id=0x0001, 0x00000001 0x0000005F
2947,2075.09939, , id=0x0001, 0x00000001 0x0000006D
2948,2075.58913, , id=0x0001, 0x00000001 0x0000006D
2949,2076.07937, , id=0x0001, 0x00000001 0x00000050
2950,2076.568508, , id=0x0001, 0x00000001 0x0000007C
2951,2077.11739, , id=0x0001, 0x00000001 0x000000A8
2952,2077.60763, , id=0x0001, 0x00000001 0x00000094
2953,2078.09637, , id=0x0001, 0x00000001 0x00000090
2954,2078.58511, , id=0x0001, 0x00000001 0x00000090
2955,2079.075884, , id=0x0001, 0x00000001 0x0000008B
2956,2079.564612, , id=0x0001, 0x00000001 0x00000090
2957,2080.11439, , id=0x0001, 0x00000001 0x00000094
2958,2080.60713, , id=0x0001, 0x00000001 0x0000007C
2959,2081.09987, , id=0x0001, 0x00000001 0x00000081
2960,2081.59211, , id=0x0001, 0x00000001 0x00000081
2961,2082.08385, , id=0x0001, 0x00000001 0x00000081
2962,2082.57563, , id=0x0001, 0x00000001 0x00000081
2963,2083.068322, , id=0x0001, 0x00000001 0x00000086
2964,2083.61811, , id=0x0001, 0x00000001 0x00000069
2965,2084.10985, , id=0x0001, 0x00000001 0x00000069
2966,2084.60209, , id=0x0001, 0x00000001 0x00000077
2967,2085.09433, , id=0x0001, 0x00000001 0x00000077
2968,2085.58807, , id=0x0001, 0x00000001 0x00000064
2969,2086.07981, , id=0x0001, 0x00000001 0x0000005F
2970,2086.572448, , id=0x0001, 0x00000001 0x00000069
2971,2087.12333, , id=0x0001, 0x00000001 0x0000008B
2972,2087.61557, , id=0x0001, 0x00000001 0x00000090
2973,2088.108312, , id=0x0001, 0x00000001 0x00000086
2974,2088.60005, , id=0x0001, 0x00000001 0x00000094
2975,2089.09229, , id=0x0001, 0x00000001 0x00000094
2976,2089.58403, , id=0x0001, 0x00000001 0x000000AD
2977,2090.076792, , id=0x0001, 0x00000001 0x000000A8
2978,2090.569002, , id=0x0001, 0x00000001 0x000000A3
2979,2091.11979, , id=0x0001, 0x00000001 0x00000086
2980,2091.61203, , id=0x0001, 0x00000001 0x00000086
2981,2092.10477, , id=0x0001, 0x00000001 0x00000090
2982,2092.59751, , id=0x0001, 0x00000001 0x00000090
2983,2093.08975, , id=0x0001, 0x00000001 0x00000072
2984,2093.58399, , id=0x0001, 0x00000001 0x0000008B
2985,2094.077262, , id=0x0001, 0x00000001 0x0000009E
2986,2094.569462, , id=0x0001, 0x00000001 0x000000B7
2987,2095.12125, , id=0x0001, 0x00000001 0x000000A8
2988,2095.61399, , id=0x0001, 0x00000001 0x00000099
2989,2096.10623, , id=0x0001, 0x00000001 0x00000086
2990,2096.59847, , id=0x0001, 0x00000001 0x00000081
2991,2097.09071, , id=0x0001, 0x00000001 0x00000081
2992,2097.58395, , id=0x0001, 0x00000001 0x00000050
2993,2098.075716, , id=0x0001, 0x00000001 0x0000004B
2994,2098.567422, , id=0x0001, 0x00000001 0x00000041
2995,2099.11771, , id=0x0001, 0x00000001 0x0000005A
2996,2099.61045, , id=0x0001, 0x00000001 0x00000072
2997,2100.10319, , id=0x0001, 0x00000001 0x00000069
2998,2100.59593, , id=0x0001, 0x00000001 0x00000069
2999,2101.08867, , id=0x0001, 0x00000001 0x0000007C
3000,2101.58191, , id=0x0001, 0x00000001 0x00000094
3001,2102.074674, , id=0x0001, 0x00000001 0x000000AD
3002,2102.56739, , id=0x0001, 0x00000001 0x000000B7
3003,2103.11769, , id=0x0001, 0x00000001 0x00000099
3004,2103.60943, , id=0x0001, 0x00000001 0x00000090
3005,2104.10317, , id=0x0001, 0x00000001 0x0000008B
3006,2104.59641, , id=0x0001, 0x00000001 0x0000008B
3007,2105.08865, , id=0x0001, 0x00000001 0x0000005F
3008,2105.58289, , id=0x0001, 0x00000001 0x00000064
3009,2106.077158, , id=0x0001, 0x00000001 0x00000064
3010,2106.569362, , id=0x0001, 0x00000001 0x0000007C
3011,2107.12065, , id=0x0001, 0x00000001 0x00000099
3012,2107.61389, , id=0x0001, 0x00000001 0x0000009E
3013,2108.10663, , id=0x0001, 0x00000001 0x000000AD
3014,2108.60037, , id=0x0001, 0x00000001 0x000000B2
3015,2109.09411, , id=0x0001, 0x00000001 0x000000B2
3016,2109.58635, , id=0x0001, 0x00000001 0x000000A3
3017,2110.079108, , id=0x0001, 0x00000001 0x00000086
3018,2110.571228, , id=0x0001, 0x00000001 0x00000072
3019,2111.12061, , id=0x0001, 0x00000001 0x0000006D
3020,2111.61285, , id=0x0001, 0x00000001 0x0000006D
3021,2112.10459, , id=0x0001, 0x00000001 0x00000046
3022,2112.59633, , id=0x0001, 0x00000001 0x00000046
3023,2113.08807, , id=0x0001, 0x00000001 0x00000055
3024,2113.58031, , id=0x0001, 0x00000001 0x00000069
3025,2114.071948, , id=0x0001, 0x00000001 0x00000081
3026,2114.62285, , id=0x0001, 0x00000001 0x00000077
3027,2115.11509, , id=0x0001, 0x00000001 0x00000072
3028,2115.60833, , id=0x0001, 0x00000001 0x00000099
3029,2116.10257, , id=0x0001, 0x00000001 0x000000B2
3030,2116.59731, , id=0x0001, 0x00000001 0x000000B2
3031,2117.09005, , id=0x0001, 0x00000001 0x000000AD
3032,2117.58329, , id=0x0001, 0x00000001 0x0000009E
3033,2118.075566, , id=0x0001, 0x00000001 0x00000094
3034,2118.568262, , id=0x0001, 0x00000001 0x00000099
3035,2119.118566, , id=0x0001, 0x00000001 0x00000090
3036,2119.61079, , id=0x0001, 0x00000001 0x00000090
3037,2120.10303, , id=0x0001, 0x00000001 0x00000094
3038,2120.59527, , id=0x0001, 0x00000001 0x00000094
3039,2121.08751, , id=0x0001, 0x00000001 0x00000094
3040,2121.58025, , id=0x0001, 0x00000001 0x00000099
3041,2122.072388, , id=0x0001, 0x00000001 0x0000007C
3042,2122.62227, , id=0x0001, 0x00000001 0x0000006D
3043,2123.11401, , id=0x0001, 0x00000001 0x00000081
3044,2123.60675, , id=0x0001, 0x00000001 0x0000006D
3045,2124.099494, , id=0x0001, 0x00000001 0x00000069
3046,2124.59123, , id=0x0001, 0x00000001 0x00000069
3047,2125.08297, , id=0x0001, 0x00000001 0x0000005F
3048,2125.576228, , id=0x0001, 0x00000001 0x00000064
3049,2126.068942, , id=0x0001, 0x00000001 0x0000006D
3050,2126.61825, , id=0x0001, 0x00000001 0x00000055
3051,2127.11149, , id=0x0001, 0x00000001 0x0000005F
3052,2127.60573, , id=0x0001, 0x00000001 0x00000064
3053,2128.09897, , id=0x0001, 0x00000001 0x0000006D
3054,2128.59121, , id=0x0001, 0x00000001 0x0000006D
3055,2129.08345, , id=0x0001, 0x00000001 0x00000094
3056,2129.574726, , id=0x0001, 0x00000001 0x00000081
3057,2130.065922, , id=0x0001, 0x00000001 0x00000086
3058,2130.61573, , id=0x0001, 0x00000001 0x000000B2
3059,2131.10847, , id=0x0001, 0x00000001 0x000000B2
3060,2131.600718, , id=0x0001, 0x00000001 0x0000009E
3061,2132.09245, , id=0x0001, 0x00000001 0x0000009E
3062,2132.58419, , id=0x0001, 0x00000001 0x00000090
3063,2133.074962, , id=0x0001, 0x00000001 0x00000094
3064,2133.566662, , id=0x0001, 0x00000001 0x00000090
3065,2134.11495, , id=0x0001, 0x00000001 0x0000006D
3066,2134.60619, , id=0x0001, 0x00000001 0x00000072
3067,2135.09743, , id=0x0001, 0x00000001 0x00000077
3068,2135.58917, , id=0x0001, 0x00000001 0x00000077
3069,2136.08041, , id=0x0001, 0x00000001 0x0000006D
3070,2136.572048, , id=0x0001, 0x00000001 0x00000077
3071,2137.12293, , id=0x0001, 0x00000001 0x00000072
3072,2137.61417, , id=0x0001, 0x00000001 0x0000007C
3073,2138.10641, , id=0x0001, 0x00000001 0x00000086
3074,2138.59815, , id=0x0001, 0x00000001 0x00000072
3075,2139.09039, , id=0x0001, 0x00000001 0x00000072
3076,2139.58263, , id=0x0001, 0x00000001 0x00000069
3077,2140.074392, , id=0x0001, 0x00000001 0x00000069
3078,2140.566102, , id=0x0001, 0x00000001 0x0000006D
3079,2141.11589, , id=0x0001, 0x00000001 0x00000055
3080,2141.60763, , id=0x0001, 0x00000001 0x0000007C
3081,2142.09987, , id=0x0001, 0x00000001 0x0000008B
3082,2142.59211, , id=0x0001, 0x00000001 0x0000008B
3083,2143.08335, , id=0x0001, 0x00000001 0x00000094
3084,2143.574104, , id=0x0001, 0x00000001 0x00000086
3085,2144.067822, , id=0x0001, 0x00000001 0x0000008B
3086,2144.61961, , id=0x0001, 0x00000001 0x0000008B
3087,2145.11185, , id=0x0001, 0x00000001 0x0000008B
3088,2145.60259, , id=0x0001, 0x00000001 0x000000A8
3089,2146.09433, , id=0x0001, 0x00000001 0x000000A8
3090,2146.58657, , id=0x0001, 0x00000001 0x0000008B
3091,2147.078324, , id=0x0001, 0x00000001 0x00000094
3092,2147.569542, , id=0x0001, 0x00000001 0x00000094
3093,2148.11933, , id=0x0001, 0x00000001 0x0000009E
3094,2148.610082, , id=0x0001, 0x00000001 0x00000081
3095,2149.101846, , id=0x0001, 0x00000001 0x00000077
3096,2149.59355, , id=0x0001, 0x00000001 0x00000077
3097,2150.08529, , id=0x0001, 0x00000001 0x00000077
3098,2150.576048, , id=0x0001, 0x00000001 0x00000081
3099,2151.066762, , id=0x0001, 0x00000001 0x00000072
3100,2151.61505, , id=0x0001, 0x00000001 0x0000005A
3101,2152.10629, , id=0x0001, 0x00000001 0x0000006D
3102,2152.59753, , id=0x0001, 0x00000001 0x00000090
3103,2153.08877, , id=0x0001, 0x00000001 0x00000090
3104,2153.57951, , id=0x0001, 0x00000001 0x0000009E
3105,2154.071148, , id=0x0001, 0x00000001 0x0000008B
3106,2154.62053, , id=0x0001, 0x00000001 0x000000C0
3107,2155.11127, , id=0x0001, 0x00000001 0x000000C5
3108,2155.60201, , id=0x0001, 0x00000001 0x000000B7
3109,2156.09325, , id=0x0001, 0x00000001 0x000000B7
3110,2156.58449, , id=0x0001, 0x00000001 0x000000AD
3111,2157.075774, , id=0x0001, 0x00000001 0x00000099
3112,2157.567962, , id=0x0001, 0x00000001 0x0000008B
3113,2158.11625, , id=0x0001, 0x00000001 0x0000007C
3114,2158.60649, , id=0x0001, 0x00000001 0x00000081
3115,2159.09673, , id=0x0001, 0x00000001 0x00000090
3116,2159.58697, , id=0x0001, 0x00000001 0x00000090
3117,2160.077736, , id=0x0001, 0x00000001 0x000000B7
3118,2160.568942, , id=0x0001, 0x00000001 0x000000C5
3119,2161.11725, , id=0x0001, 0x00000001 0x000000A8
3120,2161.60749, , id=0x0001, 0x00000001 0x00000094
3121,2162.098246, , id=0x0001, 0x00000001 0x00000090
3122,2162.58947, , id=0x0001, 0x00000001 0x00000090
3123,2163.08121, , id=0x0001, 0x00000001 0x00000064
3124,2163.571348, , id=0x0001, 0x00000001 0x0000005F
3125,2164.12175, , id=0x0001, 0x00000001 0x0000005F
3126,2164.61399, , id=0x0001, 0x00000001 0x00000069
3127,2165.10523, , id=0x0001, 0x00000001 0x00000081
3128,2165.59647, , id=0x0001, 0x00000001 0x0000006D
3129,2166.08771, , id=0x0001, 0x00000001 0x0000006D
3130,2166.57945, , id=0x0001, 0x00000001 0x00000086
3131,2167.070588, , id=0x0001, 0x00000001 0x00000094
3132,2167.62047, , id=0x0001, 0x00000001 0x000000B2
3133,2168.11171, , id=0x0001, 0x00000001 0x000000AD
3134,2168.60295, , id=0x0001, 0x00000001 0x0000009E
3135,2169.09469, , id=0x0001, 0x00000001 0x0000009E
3136,2169.586446, , id=0x0001, 0x00000001 0x00000086
3137,2170.07967, , id=0x0001, 0x00000001 0x0000008B
3138,2170.570808, , id=0x0001, 0x00000001 0x00000069
3139,2171.12219, , id=0x0001, 0x00000001 0x00000064
3140,2171.613942, , id=0x0001, 0x00000001 0x00000081
3141,2172.10517, , id=0x0001, 0x00000001 0x00000086
3142,2172.59691, , id=0x0001, 0x00000001 0x000000A8
3143,2173.08765, , id=0x0001, 0x00000001 0x000000A8
3144,2173.578412, , id=0x0001, 0x00000001 0x00000090
3145,2174.070622, , id=0x0001, 0x00000001 0x0000009E
3146,2174.62043, , id=0x0001, 0x00000001 0x000000A3
3147,2175.11117, , id=0x0001, 0x00000001 0x00000090
3148,2175.60341, , id=0x0001, 0x00000001 0x00000081
3149,2176.09465, , id=0x0001, 0x00000001 0x00000081
3150,2176.58589, , id=0x0001, 0x00000001 0x00000072
3151,2177.076656, , id=0x0001, 0x00000001 0x00000069
3152,2177.567362, , id=0x0001, 0x00000001 0x00000069
3153,2178.11565, , id=0x0001, 0x00000001 0x00000050
3154,2178.60539, , id=0x0001, 0x00000001 0x0000005A
3155,2179.09463, , id=0x0001, 0x00000001 0x0000006D
3156,2179.58337, , id=0x0001, 0x00000001 0x0000006D
3157,2180.072008, , id=0x0001, 0x00000001 0x0000006D
3158,2180.62189, , id=0x0001, 0x00000001 0x0000006D
3159,2181.11013, , id=0x0001, 0x00000001 0x00000086
3160,2181.59937, , id=0x0001, 0x00000001 0x00000099
3161,2182.08861, , id=0x0001, 0x00000001 0x00000099
3162,2182.57739, , id=0x0001, 0x00000001 0x000000A8
3163,2183.066582, , id=0x0001, 0x00000001 0x0000009E
3164,2183.61237, , id=0x0001, 0x00000001 0x0000009E
3165,2184.10111, , id=0x0001, 0x00000001 0x00000094
3166,2184.58935, , id=0x0001, 0x00000001 0x00000094
3167,2185.077604, , id=0x0001, 0x00000001 0x00000090
3168,2185.566842, , id=0x0001, 0x00000001 0x00000077
3169,2186.11461, , id=0x0001, 0x00000001 0x00000077
3170,2186.60285, , id=0x0001, 0x00000001 0x0000007C
3171,2187.09109, , id=0x0001, 0x00000001 0x0000007C
3172,2187.58083, , id=0x0001, 0x00000001 0x00000077
3173,2188.069468, , id=0x0001, 0x00000001 0x00000077
3174,2188.61735, , id=0x0001, 0x00000001 0x0000007C
3175,2189.10659, , id=0x0001, 0x00000001 0x00000086
3176,2189.59633, , id=0x0001, 0x00000001 0x0000008B
3177,2190.08607, , id=0x0001, 0x00000001 0x0000008B
3178,2190.575328, , id=0x0001, 0x00000001 0x0000007C
3179,2191.064542, , id=0x0001, 0x00000001 0x00000072
3180,2191.61283, , id=0x0001, 0x00000001 0x00000077
3181,2192.10307, , id=0x0001, 0x00000001 0x00000077
3182,2192.59281, , id=0x0001, 0x00000001 0x00000077
3183,2193.08205, , id=0x0001, 0x00000001 0x00000055
3184,2193.571688, , id=0x0001, 0x00000001 0x0000004B
3185,2194.11807, , id=0x0001, 0x00000001 0x00000086
3186,2194.60631, , id=0x0001, 0x00000001 0x00000086
3187,2195.09505, , id=0x0001, 0x00000001 0x00000094
3188,2195.58379, , id=0x0001, 0x00000001 0x00000094
3189,2196.072944, , id=0x0001, 0x00000001 0x0000009E
3190,2196.62081, , id=0x0001, 0x00000001 0x000000C0
3191,2197.11005, , id=0x0001, 0x00000001 0x000000BC
3192,2197.59879, , id=0x0001, 0x00000001 0x00000099
3193,2198.08753, , id=0x0001, 0x00000001 0x00000099
3194,2198.575798, , id=0x0001, 0x00000001 0x00000090
3195,2199.065002, , id=0x0001, 0x00000001 0x00000086
3196,2199.61229, , id=0x0001, 0x00000001 0x00000081
3197,2200.10053, , id=0x0001, 0x00000001 0x00000072
3198,2200.58877, , id=0x0001, 0x00000001 0x00000072
3199,2201.078038, , id=0x0001, 0x00000001 0x0000006D
3200,2201.567242, , id=0x0001, 0x00000001 0x00000072
3201,2202.11303, , id=0x0001, 0x00000001 0x00000069
3202,2202.60227, , id=0x0001, 0x00000001 0x00000064
3203,2203.09251, , id=0x0001, 0x00000001 0x00000064
3204,2203.58075, , id=0x0001, 0x00000001 0x00000069
3205,2204.070388, , id=0x0001, 0x00000001 0x00000077
3206,2204.61777, , id=0x0001, 0x00000001 0x0000007C
3207,2205.10751, , id=0x0001, 0x00000001 0x0000006D
3208,2205.59675, , id=0x0001, 0x00000001 0x00000072
3209,2206.08649, , id=0x0001, 0x00000001 0x00000072
3210,2206.57477, , id=0x0001, 0x00000001 0x0000007C
3211,2207.064462, , id=0x0001, 0x00000001 0x00000077
3212,2207.61027, , id=0x0001, 0x00000001 0x000000A8
3213,2208.09851, , id=0x0001, 0x00000001 0x0000009E
3214,2208.58725, , id=0x0001, 0x00000001 0x0000009E
3215,2209.07653, , id=0x0001, 0x00000001 0x0000009E
3216,2209.564722, , id=0x0001, 0x00000001 0x000000A8
3217,2210.10953, , id=0x0001, 0x00000001 0x0000007C
3218,2210.598286, , id=0x0001, 0x00000001 0x00000077
3219,2211.08651, , id=0x0001, 0x00000001 0x00000077
3220,2211.574786, , id=0x0001, 0x00000001 0x00000090
3221,2212.063982, , id=0x0001, 0x00000001 0x0000008B
3222,2212.60977, , id=0x0001, 0x00000001 0x0000007C
3223,2213.09801, , id=0x0001, 0x00000001 0x0000007C
3224,2213.58575, , id=0x0001, 0x00000001 0x0000007C
3225,2214.074016, , id=0x0001, 0x00000001 0x00000081
3226,2214.562222, , id=0x0001, 0x00000001 0x00000069
3227,2215.11001, , id=0x0001, 0x00000001 0x00000055
3228,2215.59825, , id=0x0001, 0x00000001 0x0000005F
3229,2216.08599, , id=0x0001, 0x00000001 0x0000005F
3230,2216.576244, , id=0x0001, 0x00000001 0x00000064
3231,2217.064462, , id=0x0001, 0x00000001 0x0000006D
3232,2217.61175, , id=0x0001, 0x00000001 0x00000077
3233,2218.10149, , id=0x0001, 0x00000001 0x0000008B
3234,2218.59173, , id=0x0001, 0x00000001 0x0000008B
3235,2219.08047, , id=0x0001, 0x00000001 0x000000AD
3236,2219.568608, , id=0x0001, 0x00000001 0x000000A3
3237,2220.11651, , id=0x0001, 0x00000001 0x000000B2
3238,2220.60575, , id=0x0001, 0x00000001 0x000000B2
3239,2221.09399, , id=0x0001, 0x00000001 0x000000A8
3240,2221.58223, , id=0x0001, 0x00000001 0x000000A8
3241,2222.070368, , id=0x0001, 0x00000001 0x00000090
3242,2222.61775, , id=0x0001, 0x00000001 0x00000077
3243,2223.10549, , id=0x0001, 0x00000001 0x00000086
3244,2223.59423, , id=0x0001, 0x00000001 0x00000077
3245,2224.08297, , id=0x0001, 0x00000001 0x00000077
3246,2224.570608, , id=0x0001, 0x00000001 0x00000090
3247,2225.11699, , id=0x0001, 0x00000001 0x000000AD
3248,2225.60573, , id=0x0001, 0x00000001 0x000000B7
3249,2226.09447, , id=0x0001, 0x00000001 0x000000BC
3250,2226.57923, , id=0x0001, 0x00000001 0x000000BC
3251,2227.064348, , id=0x0001, 0x00000001 0x0000009E
3252,2227.60723, , id=0x0001, 0x00000001 0x00000081
3253,2228.09197, , id=0x0001, 0x00000001 0x0000007C
3254,2228.576724, , id=0x0001, 0x00000001 0x0000007C
3255,2229.061442, , id=0x0001, 0x00000001 0x0000007C
3256,2229.60423, , id=0x0001, 0x00000001 0x00000050
3257,2230.08997, , id=0x0001, 0x00000001 0x00000055
3258,2230.575236, , id=0x0001, 0x00000001 0x00000055
3259,2231.060442, , id=0x0001, 0x00000001 0x00000072
3260,2231.60325, , id=0x0001, 0x00000001 0x00000086
3261,2232.08849, , id=0x0001, 0x00000001 0x00000086
3262,2232.572628, , id=0x0001, 0x00000001 0x00000081
3263,2233.11503, , id=0x0001, 0x00000001 0x000000B7
3264,2233.60077, , id=0x0001, 0x00000001 0x000000C0
3265,2234.08651, , id=0x0001, 0x00000001 0x000000C0
3266,2234.571148, , id=0x0001, 0x00000001 0x000000AD
3267,2235.11503, , id=0x0001, 0x00000001 0x00000099
3268,2235.59977, , id=0x0001, 0x00000001 0x00000094
3269,2236.08501, , id=0x0001, 0x00000001 0x00000094
3270,2236.570148, , id=0x0001, 0x00000001 0x00000099
3271,2237.11403, , id=0x0001, 0x00000001 0x00000086
3272,2237.59877, , id=0x0001, 0x00000001 0x00000094
3273,2238.08401, , id=0x0001, 0x00000001 0x00000094
3274,2238.569148, , id=0x0001, 0x00000001 0x000000B7
3275,2239.11253, , id=0x0001, 0x00000001 0x0000008B
3276,2239.59777, , id=0x0001, 0x00000001 0x00000090
3277,2240.082538, , id=0x0001, 0x00000001 0x00000090
3278,2240.566648, , id=0x0001, 0x00000001 0x00000090
3279,2241.11103, , id=0x0001, 0x00000001 0x00000081
3280,2241.59577, , id=0x0001, 0x00000001 0x00000072
3281,2242.08101, , id=0x0001, 0x00000001 0x00000072
3282,2242.565148, , id=0x0001, 0x00000001 0x0000005F
3283,2243.10853, , id=0x0001, 0x00000001 0x00000050
3284,2243.59277, , id=0x0001, 0x00000001 0x00000055
3285,2244.077036, , id=0x0001, 0x00000001 0x00000055
3286,2244.563242, , id=0x0001, 0x00000001 0x00000064
3287,2245.10453, , id=0x0001, 0x00000001 0x00000081
3288,2245.59077, , id=0x0001, 0x00000001 0x00000086
3289,2246.07604, , id=0x0001, 0x00000001 0x00000086
3290,2246.561742, , id=0x0001, 0x00000001 0x00000064
3291,2247.104042, , id=0x0001, 0x00000001 0x0000009E
3292,2247.588782, , id=0x0001, 0x00000001 0x000000AD
3293,2248.07405, , id=0x0001, 0x00000001 0x000000AD
3294,2248.558742, , id=0x0001, 0x00000001 0x0000009E
3295,2249.100542, , id=0x0001, 0x00000001 0x00000090
3296,2249.58527, , id=0x0001, 0x00000001 0x00000090
3297,2250.069408, , id=0x0001, 0x00000001 0x00000090
3298,2250.61179, , id=0x0001, 0x00000001 0x00000086
3299,2251.09753, , id=0x0001, 0x00000001 0x00000077
3300,2251.58377, , id=0x0001, 0x00000001 0x00000077
3301,2252.068908, , id=0x0001, 0x00000001 0x00000072
3302,2252.61179, , id=0x0001, 0x00000001 0x00000072
3303,2253.09753, , id=0x0001, 0x00000001 0x00000072
3304,2253.58327, , id=0x0001, 0x00000001 0x00000072
3305,2254.069908, , id=0x0001, 0x00000001 0x00000069
3306,2254.61329, , id=0x0001, 0x00000001 0x00000081
3307,2255.10003, , id=0x0001, 0x00000001 0x0000008B
3308,2255.58727, , id=0x0001, 0x00000001 0x0000008B
3309,2256.073504, , id=0x0001, 0x00000001 0x0000007C
3310,2256.61579, , id=0x0001, 0x00000001 0x00000072
3311,2257.10153, , id=0x0001, 0x00000001 0x0000006D
3312,2257.58727, , id=0x0001, 0x00000001 0x0000006D
3313,2258.074026, , id=0x0001, 0x00000001 0x0000006D
3314,2258.560742, , id=0x0001, 0x00000001 0x00000050
3315,2259.10753, , id=0x0001, 0x00000001 0x0000004B
3316,2259.59427, , id=0x0001, 0x00000001 0x00000077
3317,2260.08151, , id=0x0001, 0x00000001 0x00000077
