Event, Time (sec), Component, Event Property,Value
6409,3806.078098, , id=0x0001, 0x00000001 0x00000069
6410,3806.566802, , id=0x0001, 0x00000001 0x00000094
6411,3807.11459, , id=0x0001, 0x00000001 0x000000A3
6412,3807.60333, , id=0x0001, 0x00000001 0x00000094
6413,3808.09157, , id=0x0001, 0x00000001 0x00000090
6414,3808.58031, , id=0x0001, 0x00000001 0x0000009E
6415,3809.068448, , id=0x0001, 0x00000001 0x0000009E
6416,3809.61585, , id=0x0001, 0x00000001 0x00000099
6417,3810.10459, , id=0x0001, 0x00000001 0x00000094
6418,3810.59433, , id=0x0001, 0x00000001 0x0000008B
6419,3811.08207, , id=0x0001, 0x00000001 0x00000086
6420,3811.569708, , id=0x0001, 0x00000001 0x00000086
6421,3812.11609, , id=0x0001, 0x00000001 0x00000072
6422,3812.60383, , id=0x0001, 0x00000001 0x0000006D
6423,3813.09157, , id=0x0001, 0x00000001 0x0000006D
6424,3813.58081, , id=0x0001, 0x00000001 0x00000077
6425,3814.070948, , id=0x0001, 0x00000001 0x00000077
6426,3814.61883, , id=0x0001, 0x00000001 0x0000007C
6427,3815.10757, , id=0x0001, 0x00000001 0x0000006D
6428,3815.59731, , id=0x0001, 0x00000001 0x0000005F
6429,3816.08605, , id=0x0001, 0x00000001 0x00000069
6430,3816.574822, , id=0x0001, 0x00000001 0x00000069
6431,3817.065522, , id=0x0001, 0x00000001 0x00000064
6432,3817.61331, , id=0x0001, 0x00000001 0x00000050
6433,3818.10355, , id=0x0001, 0x00000001 0x0000004B
6434,3818.59329, , id=0x0001, 0x00000001 0x00000055
6435,3819.08203, , id=0x0001, 0x00000001 0x00000094
6436,3819.571168, , id=0x0001, 0x00000001 0x00000094
6437,3820.11855, , id=0x0001, 0x00000001 0x0000007C
6438,3820.60779, , id=0x0001, 0x00000001 0x00000086
6439,3821.09753, , id=0x0001, 0x00000001 0x000000A3
6440,3821.58677, , id=0x0001, 0x00000001 0x000000A8
6441,3822.07604, , id=0x0001, 0x00000001 0x000000A8
6442,3822.565742, , id=0x0001, 0x00000001 0x0000009E
6443,3823.11353, , id=0x0001, 0x00000001 0x00000081
6444,3823.60227, , id=0x0001, 0x00000001 0x0000007C
6445,3824.09201, , id=0x0001, 0x00000001 0x00000072
6446,3824.58075, , id=0x0001, 0x00000001 0x00000072
6447,3825.069888, , id=0x0001, 0x00000001 0x00000072
6448,3825.61827, , id=0x0001, 0x00000001 0x00000081
6449,3826.10701, , id=0x0001, 0x00000001 0x00000086
6450,3826.59675, , id=0x0001, 0x00000001 0x00000090
6451,3827.08549, , id=0x0001, 0x00000001 0x00000072
6452,3827.574244, , id=0x0001, 0x00000001 0x00000072
6453,3828.063962, , id=0x0001, 0x00000001 0x00000072
6454,3828.61325, , id=0x0001, 0x00000001 0x0000008B
6455,3829.10399, , id=0x0001, 0x00000001 0x00000077
6456,3829.59273, , id=0x0001, 0x00000001 0x0000006D
6457,3830.08247, , id=0x0001, 0x00000001 0x00000069
6458,3830.572108, , id=0x0001, 0x00000001 0x00000069
6459,3831.121002, , id=0x0001, 0x00000001 0x00000072
6460,3831.610254, , id=0x0001, 0x00000001 0x00000055
6461,3832.09947, , id=0x0001, 0x00000001 0x00000086
6462,3832.58971, , id=0x0001, 0x00000001 0x00000090
6463,3833.07945, , id=0x0001, 0x00000001 0x00000099
6464,3833.570088, , id=0x0001, 0x00000001 0x00000099
6465,3834.11797, , id=0x0001, 0x00000001 0x00000094
6466,3834.60721, , id=0x0001, 0x00000001 0x00000081
6467,3835.09845, , id=0x0001, 0x00000001 0x0000008B
6468,3835.58769, , id=0x0001, 0x00000001 0x00000090
6469,3836.076474, , id=0x0001, 0x00000001 0x00000090
6470,3836.566662, , id=0x0001, 0x00000001 0x0000009E
6471,3837.11495, , id=0x0001, 0x00000001 0x00000081
6472,3837.60419, , id=0x0001, 0x00000001 0x00000086
6473,3838.09343, , id=0x0001, 0x00000001 0x000000A8
6474,3838.57967, , id=0x0001, 0x00000001 0x0000009E
6475,3839.065808, , id=0x0001, 0x00000001 0x0000009E
6476,3839.60969, , id=0x0001, 0x00000001 0x00000077
6477,3840.09543, , id=0x0001, 0x00000001 0x00000072
6478,3840.58117, , id=0x0001, 0x00000001 0x00000081
6479,3841.066308, , id=0x0001, 0x00000001 0x00000081
6480,3841.61019, , id=0x0001, 0x00000001 0x00000077
6481,3842.09543, , id=0x0001, 0x00000001 0x00000072
6482,3842.58117, , id=0x0001, 0x00000001 0x00000086
6483,3843.066308, , id=0x0001, 0x00000001 0x00000086
6484,3843.60971, , id=0x0001, 0x00000001 0x0000009E
6485,3844.09645, , id=0x0001, 0x00000001 0x0000008B
6486,3844.58269, , id=0x0001, 0x00000001 0x00000090
6487,3845.06782, , id=0x0001, 0x00000001 0x00000090
6488,3845.61271, , id=0x0001, 0x00000001 0x000000BC
6489,3846.10045, , id=0x0001, 0x00000001 0x000000B2
6490,3846.58569, , id=0x0001, 0x00000001 0x0000009E
6491,3847.071328, , id=0x0001, 0x00000001 0x0000009E
6492,3847.61471, , id=0x0001, 0x00000001 0x00000081
6493,3848.10095, , id=0x0001, 0x00000001 0x0000008B
6494,3848.58669, , id=0x0001, 0x00000001 0x00000077
6495,3849.072836, , id=0x0001, 0x00000001 0x00000077
6496,3849.61571, , id=0x0001, 0x00000001 0x00000094
6497,3850.10045, , id=0x0001, 0x00000001 0x000000B7
6498,3850.58619, , id=0x0001, 0x00000001 0x000000B7
6499,3851.071828, , id=0x0001, 0x00000001 0x000000B7
6500,3851.61521, , id=0x0001, 0x00000001 0x00000099
6501,3852.099952, , id=0x0001, 0x00000001 0x00000081
6502,3852.58469, , id=0x0001, 0x00000001 0x00000081
6503,3853.069328, , id=0x0001, 0x00000001 0x00000081
6504,3853.61371, , id=0x0001, 0x00000001 0x00000055
6505,3854.09895, , id=0x0001, 0x00000001 0x00000050
6506,3854.58419, , id=0x0001, 0x00000001 0x00000055
6507,3855.068828, , id=0x0001, 0x00000001 0x00000055
6508,3855.61221, , id=0x0001, 0x00000001 0x00000081
6509,3856.09845, , id=0x0001, 0x00000001 0x00000069
6510,3856.58419, , id=0x0001, 0x00000001 0x0000007C
6511,3857.069328, , id=0x0001, 0x00000001 0x0000007C
6512,3857.61371, , id=0x0001, 0x00000001 0x0000009E
6513,3858.09895, , id=0x0001, 0x00000001 0x000000A3
6514,3858.58469, , id=0x0001, 0x00000001 0x0000009E
6515,3859.071828, , id=0x0001, 0x00000001 0x0000009E
6516,3859.61621, , id=0x0001, 0x00000001 0x00000077
6517,3860.10097, , id=0x0001, 0x00000001 0x00000081
6518,3860.58569, , id=0x0001, 0x00000001 0x00000069
6519,3861.071828, , id=0x0001, 0x00000001 0x00000069
6520,3861.61475, , id=0x0001, 0x00000001 0x00000069
6521,3862.09945, , id=0x0001, 0x00000001 0x0000007C
6522,3862.58419, , id=0x0001, 0x00000001 0x00000086
6523,3863.070828, , id=0x0001, 0x00000001 0x00000086
6524,3863.61421, , id=0x0001, 0x00000001 0x00000090
6525,3864.09995, , id=0x0001, 0x00000001 0x0000009E
6526,3864.58519, , id=0x0001, 0x00000001 0x000000A3
6527,3865.070328, , id=0x0001, 0x00000001 0x000000A3
6528,3865.61521, , id=0x0001, 0x00000001 0x00000086
6529,3866.10095, , id=0x0001, 0x00000001 0x00000077
6530,3866.58669, , id=0x0001, 0x00000001 0x00000072
6531,3867.072328, , id=0x0001, 0x00000001 0x00000072
6532,3867.61823, , id=0x0001, 0x00000001 0x00000064
6533,3868.10347, , id=0x0001, 0x00000001 0x00000041
6534,3868.58871, , id=0x0001, 0x00000001 0x0000004B
6535,3869.073948, , id=0x0001, 0x00000001 0x0000004B
6536,3869.55919, , id=0x0001, 0x00000001 0x0000004B
6537,3870.10249, , id=0x0001, 0x00000001 0x0000005F
6538,3870.58723, , id=0x0001, 0x00000001 0x00000072
6539,3871.073476, , id=0x0001, 0x00000001 0x00000072
6540,3871.61675, , id=0x0001, 0x00000001 0x00000090
6541,3872.10199, , id=0x0001, 0x00000001 0x000000A8
6542,3872.58873, , id=0x0001, 0x00000001 0x000000B2
6543,3873.075498, , id=0x0001, 0x00000001 0x000000B2
6544,3873.560702, , id=0x0001, 0x00000001 0x000000A3
6545,3874.10349, , id=0x0001, 0x00000001 0x000000A3
6546,3874.58873, , id=0x0001, 0x00000001 0x000000AD
6547,3875.073476, , id=0x0001, 0x00000001 0x000000AD
6548,3875.61775, , id=0x0001, 0x00000001 0x0000009E
6549,3876.10249, , id=0x0001, 0x00000001 0x00000094
6550,3876.58773, , id=0x0001, 0x00000001 0x00000099
6551,3877.07288, , id=0x0001, 0x00000001 0x00000099
6552,3877.61575, , id=0x0001, 0x00000001 0x00000081
6553,3878.10149, , id=0x0001, 0x00000001 0x00000077
6554,3878.58623, , id=0x0001, 0x00000001 0x00000081
6555,3879.070368, , id=0x0001, 0x00000001 0x00000081
6556,3879.61425, , id=0x0001, 0x00000001 0x00000099
6557,3880.09949, , id=0x0001, 0x00000001 0x00000094
6558,3880.58423, , id=0x0001, 0x00000001 0x0000007C
6559,3881.068368, , id=0x0001, 0x00000001 0x0000007C
6560,3881.61175, , id=0x0001, 0x00000001 0x00000077
6561,3882.09649, , id=0x0001, 0x00000001 0x00000081
6562,3882.58173, , id=0x0001, 0x00000001 0x0000007C
6563,3883.066368, , id=0x0001, 0x00000001 0x0000007C
6564,3883.60925, , id=0x0001, 0x00000001 0x0000005F
6565,3884.09499, , id=0x0001, 0x00000001 0x00000064
6566,3884.579746, , id=0x0001, 0x00000001 0x0000009E
6567,3885.064368, , id=0x0001, 0x00000001 0x0000009E
6568,3885.60725, , id=0x0001, 0x00000001 0x00000090
6569,3886.09299, , id=0x0001, 0x00000001 0x00000099
6570,3886.578248, , id=0x0001, 0x00000001 0x000000AD
6571,3887.063962, , id=0x0001, 0x00000001 0x000000AD
6572,3887.60775, , id=0x0001, 0x00000001 0x000000C0
6573,3888.09249, , id=0x0001, 0x00000001 0x000000A8
6574,3888.576248, , id=0x0001, 0x00000001 0x00000090
6575,3889.059962, , id=0x0001, 0x00000001 0x00000090
6576,3889.60325, , id=0x0001, 0x00000001 0x00000090
6577,3890.08699, , id=0x0001, 0x00000001 0x00000086
6578,3890.572128, , id=0x0001, 0x00000001 0x00000086
6579,3891.11351, , id=0x0001, 0x00000001 0x0000007C
6580,3891.59825, , id=0x0001, 0x00000001 0x0000007C
6581,3892.08449, , id=0x0001, 0x00000001 0x0000008B
6582,3892.570128, , id=0x0001, 0x00000001 0x0000008B
6583,3893.11351, , id=0x0001, 0x00000001 0x0000006D
6584,3893.59975, , id=0x0001, 0x00000001 0x00000064
6585,3894.08349, , id=0x0001, 0x00000001 0x00000072
6586,3894.567628, , id=0x0001, 0x00000001 0x00000072
6587,3895.10951, , id=0x0001, 0x00000001 0x0000007C
6588,3895.59375, , id=0x0001, 0x00000001 0x0000006D
6589,3896.078018, , id=0x0001, 0x00000001 0x00000069
6590,3896.562222, , id=0x0001, 0x00000001 0x00000069
6591,3897.10501, , id=0x0001, 0x00000001 0x00000077
6592,3897.58925, , id=0x0001, 0x00000001 0x000000AD
6593,3898.072896, , id=0x0001, 0x00000001 0x000000AD
6594,3898.61577, , id=0x0001, 0x00000001 0x00000099
6595,3899.10101, , id=0x0001, 0x00000001 0x00000099
6596,3899.58575, , id=0x0001, 0x00000001 0x000000A3
6597,3900.070388, , id=0x0001, 0x00000001 0x000000A3
6598,3900.61327, , id=0x0001, 0x00000001 0x00000081
6599,3901.09701, , id=0x0001, 0x00000001 0x00000081
6600,3901.58175, , id=0x0001, 0x00000001 0x00000094
6601,3902.066388, , id=0x0001, 0x00000001 0x00000094
6602,3902.60977, , id=0x0001, 0x00000001 0x00000090
6603,3903.09351, , id=0x0001, 0x00000001 0x00000090
6604,3903.577768, , id=0x0001, 0x00000001 0x00000094
6605,3904.061982, , id=0x0001, 0x00000001 0x00000094
6606,3904.60427, , id=0x0001, 0x00000001 0x00000072
6607,3905.08851, , id=0x0001, 0x00000001 0x00000069
6608,3905.572648, , id=0x0001, 0x00000001 0x00000069
6609,3906.11553, , id=0x0001, 0x00000001 0x0000005F
6610,3906.60027, , id=0x0001, 0x00000001 0x00000069
6611,3907.08501, , id=0x0001, 0x00000001 0x00000072
6612,3907.568648, , id=0x0001, 0x00000001 0x00000072
6613,3908.11303, , id=0x0001, 0x00000001 0x0000006D
6614,3908.597782, , id=0x0001, 0x00000001 0x00000081
6615,3909.08251, , id=0x0001, 0x00000001 0x00000099
6616,3909.567648, , id=0x0001, 0x00000001 0x00000099
6617,3910.11203, , id=0x0001, 0x00000001 0x0000008B
6618,3910.59777, , id=0x0001, 0x00000001 0x000000B2
6619,3911.08201, , id=0x0001, 0x00000001 0x000000C5
6620,3911.566148, , id=0x0001, 0x00000001 0x000000C5
6621,3912.10803, , id=0x0001, 0x00000001 0x00000090
6622,3912.59227, , id=0x0001, 0x00000001 0x0000007C
6623,3913.07604, , id=0x0001, 0x00000001 0x0000006D
6624,3913.559742, , id=0x0001, 0x00000001 0x0000006D
6625,3914.10203, , id=0x0001, 0x00000001 0x00000086
6626,3914.58627, , id=0x0001, 0x00000001 0x0000009E
6627,3915.070408, , id=0x0001, 0x00000001 0x0000009E
6628,3915.61379, , id=0x0001, 0x00000001 0x000000AD
6629,3916.09853, , id=0x0001, 0x00000001 0x000000B7
6630,3916.58327, , id=0x0001, 0x00000001 0x000000D4
6631,3917.067416, , id=0x0001, 0x00000001 0x000000D4
6632,3917.60929, , id=0x0001, 0x00000001 0x000000A3
6633,3918.09453, , id=0x0001, 0x00000001 0x00000090
6634,3918.578788, , id=0x0001, 0x00000001 0x0000007C
6635,3919.063502, , id=0x0001, 0x00000001 0x0000007C
6636,3919.60679, , id=0x0001, 0x00000001 0x00000050
6637,3920.09103, , id=0x0001, 0x00000001 0x0000004B
6638,3920.575798, , id=0x0001, 0x00000001 0x00000050
6639,3921.061002, , id=0x0001, 0x00000001 0x00000050
6640,3921.60429, , id=0x0001, 0x00000001 0x00000077
6641,3922.09003, , id=0x0001, 0x00000001 0x00000086
6642,3922.574284, , id=0x0001, 0x00000001 0x00000072
6643,3923.058502, , id=0x0001, 0x00000001 0x00000072
6644,3923.60129, , id=0x0001, 0x00000001 0x00000099
6645,3924.085548, , id=0x0001, 0x00000001 0x000000C0
6646,3924.569168, , id=0x0001, 0x00000001 0x000000C0
6647,3925.11105, , id=0x0001, 0x00000001 0x00000099
6648,3925.59529, , id=0x0001, 0x00000001 0x00000094
6649,3926.07953, , id=0x0001, 0x00000001 0x00000099
6650,3926.564668, , id=0x0001, 0x00000001 0x00000099
6651,3927.11005, , id=0x0001, 0x00000001 0x0000008B
6652,3927.59429, , id=0x0001, 0x00000001 0x00000099
6653,3928.078066, , id=0x0001, 0x00000001 0x000000A3
6654,3928.561762, , id=0x0001, 0x00000001 0x000000A3
6655,3929.10455, , id=0x0001, 0x00000001 0x00000099
6656,3929.58879, , id=0x0001, 0x00000001 0x00000099
6657,3930.07294, , id=0x0001, 0x00000001 0x00000099
6658,3930.617812, , id=0x0001, 0x00000001 0x0000008B
6659,3931.10205, , id=0x0001, 0x00000001 0x00000090
6660,3931.58829, , id=0x0001, 0x00000001 0x00000099
6661,3932.074066, , id=0x0001, 0x00000001 0x00000099
6662,3932.558262, , id=0x0001, 0x00000001 0x00000081
6663,3933.10105, , id=0x0001, 0x00000001 0x00000072
6664,3933.58629, , id=0x0001, 0x00000001 0x00000072
6665,3934.070928, , id=0x0001, 0x00000001 0x00000072
6666,3934.61331, , id=0x0001, 0x00000001 0x00000055
6667,3935.09755, , id=0x0001, 0x00000001 0x00000055
6668,3935.58229, , id=0x0001, 0x00000001 0x00000055
6669,3936.067428, , id=0x0001, 0x00000001 0x00000055
6670,3936.61231, , id=0x0001, 0x00000001 0x0000005F
6671,3937.09805, , id=0x0001, 0x00000001 0x0000007C
6672,3937.58379, , id=0x0001, 0x00000001 0x00000081
6673,3938.069428, , id=0x0001, 0x00000001 0x00000081
6674,3938.61535, , id=0x0001, 0x00000001 0x000000B2
6675,3939.10055, , id=0x0001, 0x00000001 0x000000A8
6676,3939.58729, , id=0x0001, 0x00000001 0x000000B2
6677,3940.074052, , id=0x0001, 0x00000001 0x000000B2
6678,3940.560762, , id=0x0001, 0x00000001 0x0000009E
6679,3941.10455, , id=0x0001, 0x00000001 0x00000094
6680,3941.58979, , id=0x0001, 0x00000001 0x00000090
6681,3942.07656, , id=0x0001, 0x00000001 0x0000008B
6682,3942.563762, , id=0x0001, 0x00000001 0x0000008B
6683,3943.10755, , id=0x0001, 0x00000001 0x00000081
6684,3943.59279, , id=0x0001, 0x00000001 0x00000086
6685,3944.078066, , id=0x0001, 0x00000001 0x00000069
6686,3944.563762, , id=0x0001, 0x00000001 0x00000069
6687,3945.10655, , id=0x0001, 0x00000001 0x00000072
6688,3945.59229, , id=0x0001, 0x00000001 0x00000081
6689,3946.078548, , id=0x0001, 0x00000001 0x00000077
6690,3946.565762, , id=0x0001, 0x00000001 0x00000077
6691,3947.10957, , id=0x0001, 0x00000001 0x00000069
6692,3947.59581, , id=0x0001, 0x00000001 0x0000005F
6693,3948.08305, , id=0x0001, 0x00000001 0x00000064
6694,3948.570188, , id=0x0001, 0x00000001 0x00000064
6695,3949.11609, , id=0x0001, 0x00000001 0x0000005A
6696,3949.60183, , id=0x0001, 0x00000001 0x0000004B
6697,3950.08707, , id=0x0001, 0x00000001 0x0000007C
6698,3950.572208, , id=0x0001, 0x00000001 0x0000007C
6699,3951.11611, , id=0x0001, 0x00000001 0x000000A3
6700,3951.60185, , id=0x0001, 0x00000001 0x00000081
6701,3952.08709, , id=0x0001, 0x00000001 0x00000086
6702,3952.57274, , id=0x0001, 0x00000001 0x00000086
6703,3953.11811, , id=0x0001, 0x00000001 0x000000B2
6704,3953.60335, , id=0x0001, 0x00000001 0x00000094
6705,3954.08859, , id=0x0001, 0x00000001 0x00000081
6706,3954.573858, , id=0x0001, 0x00000001 0x00000081
6707,3955.11711, , id=0x0001, 0x00000001 0x00000081
6708,3955.60335, , id=0x0001, 0x00000001 0x00000086
6709,3956.08959, , id=0x0001, 0x00000001 0x0000006D
6710,3956.57686, , id=0x0001, 0x00000001 0x00000064
6711,3957.064562, , id=0x0001, 0x00000001 0x00000064
6712,3957.60937, , id=0x0001, 0x00000001 0x00000072
6713,3958.09461, , id=0x0001, 0x00000001 0x0000005F
6714,3958.57985, , id=0x0001, 0x00000001 0x00000069
6715,3959.065988, , id=0x0001, 0x00000001 0x00000069
6716,3959.60939, , id=0x0001, 0x00000001 0x00000069
6717,3960.09613, , id=0x0001, 0x00000001 0x00000069
6718,3960.582374, , id=0x0001, 0x00000001 0x00000077
6719,3961.067508, , id=0x0001, 0x00000001 0x00000077
6720,3961.61141, , id=0x0001, 0x00000001 0x00000069
6721,3962.09715, , id=0x0001, 0x00000001 0x00000069
6722,3962.58289, , id=0x0001, 0x00000001 0x00000077
6723,3963.069028, , id=0x0001, 0x00000001 0x00000077
6724,3963.61241, , id=0x0001, 0x00000001 0x00000099
6725,3964.09815, , id=0x0001, 0x00000001 0x00000094
6726,3964.58389, , id=0x0001, 0x00000001 0x00000090
6727,3965.069528, , id=0x0001, 0x00000001 0x00000090
6728,3965.61441, , id=0x0001, 0x00000001 0x00000077
6729,3966.10065, , id=0x0001, 0x00000001 0x0000007C
6730,3966.58639, , id=0x0001, 0x00000001 0x00000072
6731,3967.071528, , id=0x0001, 0x00000001 0x00000072
6732,3967.61691, , id=0x0001, 0x00000001 0x0000009E
6733,3968.10215, , id=0x0001, 0x00000001 0x000000A3
6734,3968.58839, , id=0x0001, 0x00000001 0x00000099
6735,3969.074658, , id=0x0001, 0x00000001 0x00000099
6736,3969.560862, , id=0x0001, 0x00000001 0x00000099
6737,3970.10415, , id=0x0001, 0x00000001 0x00000081
6738,3970.590394, , id=0x0001, 0x00000001 0x0000007C
6739,3971.075662, , id=0x0001, 0x00000001 0x00000069
6740,3971.560862, , id=0x0001, 0x00000001 0x00000069
6741,3972.10515, , id=0x0001, 0x00000001 0x00000069
6742,3972.59139, , id=0x0001, 0x00000001 0x00000077
6743,3973.077158, , id=0x0001, 0x00000001 0x0000005F
6744,3973.563362, , id=0x0001, 0x00000001 0x0000005F
6745,3974.10665, , id=0x0001, 0x00000001 0x0000006D
6746,3974.59289, , id=0x0001, 0x00000001 0x00000090
6747,3975.07913, , id=0x0001, 0x00000001 0x00000090
6748,3975.565268, , id=0x0001, 0x00000001 0x00000090
6749,3976.11065, , id=0x0001, 0x00000001 0x0000009E
6750,3976.59639, , id=0x0001, 0x00000001 0x000000A8
6751,3977.08263, , id=0x0001, 0x00000001 0x0000009E
6752,3977.568776, , id=0x0001, 0x00000001 0x0000009E
6753,3978.11265, , id=0x0001, 0x00000001 0x0000006D
6754,3978.598906, , id=0x0001, 0x00000001 0x00000077
6755,3979.08413, , id=0x0001, 0x00000001 0x00000081
6756,3979.569268, , id=0x0001, 0x00000001 0x00000081
6757,3980.11367, , id=0x0001, 0x00000001 0x0000009E
6758,3980.60091, , id=0x0001, 0x00000001 0x0000008B
6759,3981.08715, , id=0x0001, 0x00000001 0x0000009E
6760,3981.573388, , id=0x0001, 0x00000001 0x0000009E
6761,3982.11769, , id=0x0001, 0x00000001 0x000000C0
6762,3982.60493, , id=0x0001, 0x00000001 0x000000B2
6763,3983.09067, , id=0x0001, 0x00000001 0x0000009E
6764,3983.577936, , id=0x0001, 0x00000001 0x0000008B
6765,3984.064642, , id=0x0001, 0x00000001 0x0000008B
6766,3984.60843, , id=0x0001, 0x00000001 0x00000077
6767,3985.09367, , id=0x0001, 0x00000001 0x0000004B
6768,3985.578958, , id=0x0001, 0x00000001 0x00000046
6769,3986.064142, , id=0x0001, 0x00000001 0x00000046
6770,3986.60993, , id=0x0001, 0x00000001 0x00000064
6771,3987.09467, , id=0x0001, 0x00000001 0x0000005F
6772,3987.58041, , id=0x0001, 0x00000001 0x00000069
6773,3988.065048, , id=0x0001, 0x00000001 0x00000069
6774,3988.60943, , id=0x0001, 0x00000001 0x00000077
6775,3989.09617, , id=0x0001, 0x00000001 0x0000008B
6776,3989.58241, , id=0x0001, 0x00000001 0x000000A8
6777,3990.067548, , id=0x0001, 0x00000001 0x000000A8
6778,3990.61243, , id=0x0001, 0x00000001 0x0000008B
6779,3991.09717, , id=0x0001, 0x00000001 0x00000090
6780,3991.58191, , id=0x0001, 0x00000001 0x00000090
6781,3992.067048, , id=0x0001, 0x00000001 0x00000090
6782,3992.61043, , id=0x0001, 0x00000001 0x0000007C
6783,3993.09517, , id=0x0001, 0x00000001 0x0000007C
6784,3993.57991, , id=0x0001, 0x00000001 0x00000086
6785,3994.064548, , id=0x0001, 0x00000001 0x00000086
6786,3994.60893, , id=0x0001, 0x00000001 0x0000008B
6787,3995.09367, , id=0x0001, 0x00000001 0x00000086
6788,3995.578946, , id=0x0001, 0x00000001 0x00000081
6789,3996.063642, , id=0x0001, 0x00000001 0x00000081
6790,3996.60743, , id=0x0001, 0x00000001 0x0000009E
6791,3997.09317, , id=0x0001, 0x00000001 0x0000009E
6792,3997.578432, , id=0x0001, 0x00000001 0x00000081
6793,3998.063142, , id=0x0001, 0x00000001 0x00000081
6794,3998.60693, , id=0x0001, 0x00000001 0x00000077
6795,3999.09167, , id=0x0001, 0x00000001 0x00000069
6796,3999.576446, , id=0x0001, 0x00000001 0x0000006D
6797,4000.061142, , id=0x0001, 0x00000001 0x0000006D
6798,4000.603466, , id=0x0001, 0x00000001 0x0000005F
6799,4001.08817, , id=0x0001, 0x00000001 0x00000069
6800,4001.574428, , id=0x0001, 0x00000001 0x00000069
6801,4002.060142, , id=0x0001, 0x00000001 0x0000007C
6802,4002.60393, , id=0x0001, 0x00000001 0x00000090
6803,4003.08917, , id=0x0001, 0x00000001 0x000000A3
6804,4003.574432, , id=0x0001, 0x00000001 0x000000A3
6805,4004.059142, , id=0x0001, 0x00000001 0x000000B7
6806,4004.60393, , id=0x0001, 0x00000001 0x000000CA
6807,4005.08867, , id=0x0001, 0x00000001 0x000000CA
6808,4005.573938, , id=0x0001, 0x00000001 0x000000CA
6809,4006.11669, , id=0x0001, 0x00000001 0x000000C0
6810,4006.60193, , id=0x0001, 0x00000001 0x000000B7
6811,4007.08717, , id=0x0001, 0x00000001 0x000000AD
6812,4007.571808, , id=0x0001, 0x00000001 0x000000AD
6813,4008.114694, , id=0x0001, 0x00000001 0x00000090
6814,4008.59943, , id=0x0001, 0x00000001 0x00000094
6815,4009.08417, , id=0x0001, 0x00000001 0x000000A3
6816,4009.569308, , id=0x0001, 0x00000001 0x000000A3
6817,4010.11419, , id=0x0001, 0x00000001 0x0000008B
6818,4010.59943, , id=0x0001, 0x00000001 0x00000086
6819,4011.08467, , id=0x0001, 0x00000001 0x00000094
6820,4011.570308, , id=0x0001, 0x00000001 0x00000094
6821,4012.11419, , id=0x0001, 0x00000001 0x00000099
6822,4012.60093, , id=0x0001, 0x00000001 0x0000008B
6823,4013.08817, , id=0x0001, 0x00000001 0x0000008B
6824,4013.575924, , id=0x0001, 0x00000001 0x0000008B
6825,4014.061142, , id=0x0001, 0x00000001 0x00000086
6826,4014.60395, , id=0x0001, 0x00000001 0x00000094
6827,4015.08869, , id=0x0001, 0x00000001 0x00000072
6828,4015.573436, , id=0x0001, 0x00000001 0x00000072
6829,4016.11673, , id=0x0001, 0x00000001 0x000000A8
6830,4016.60297, , id=0x0001, 0x00000001 0x000000BC
6831,4017.08821, , id=0x0001, 0x00000001 0x0000009E
6832,4017.573456, , id=0x0001, 0x00000001 0x0000009E
6833,4018.11725, , id=0x0001, 0x00000001 0x000000A3
6834,4018.60249, , id=0x0001, 0x00000001 0x000000AD
6835,4019.08673, , id=0x0001, 0x00000001 0x000000AD
6836,4019.571868, , id=0x0001, 0x00000001 0x000000AD
6837,4020.11575, , id=0x0001, 0x00000001 0x000000A3
6838,4020.60049, , id=0x0001, 0x00000001 0x000000A8
6839,4021.08623, , id=0x0001, 0x00000001 0x000000B2
6840,4021.571868, , id=0x0001, 0x00000001 0x000000B2
6841,4022.11525, , id=0x0001, 0x00000001 0x000000B7
6842,4022.59949, , id=0x0001, 0x00000001 0x00000090
6843,4023.08423, , id=0x0001, 0x00000001 0x00000081
6844,4023.568388, , id=0x0001, 0x00000001 0x00000081
6845,4024.11275, , id=0x0001, 0x00000001 0x0000008B
6846,4024.597498, , id=0x0001, 0x00000001 0x00000072
6847,4025.08323, , id=0x0001, 0x00000001 0x00000072
6848,4025.568368, , id=0x0001, 0x00000001 0x00000072
6849,4026.11225, , id=0x0001, 0x00000001 0x00000081
6850,4026.59849, , id=0x0001, 0x00000001 0x0000008B
6851,4027.08323, , id=0x0001, 0x00000001 0x00000094
6852,4027.567868, , id=0x0001, 0x00000001 0x00000094
6853,4028.11425, , id=0x0001, 0x00000001 0x0000008B
6854,4028.59899, , id=0x0001, 0x00000001 0x000000AD
6855,4029.08473, , id=0x0001, 0x00000001 0x000000C0
6856,4029.569368, , id=0x0001, 0x00000001 0x000000C0
6857,4030.11275, , id=0x0001, 0x00000001 0x00000094
6858,4030.59749, , id=0x0001, 0x00000001 0x00000086
6859,4031.08323, , id=0x0001, 0x00000001 0x00000081
6860,4031.567368, , id=0x0001, 0x00000001 0x00000081
6861,4032.11175, , id=0x0001, 0x00000001 0x00000072
6862,4032.59649, , id=0x0001, 0x00000001 0x00000086
6863,4033.08123, , id=0x0001, 0x00000001 0x00000086
6864,4033.565868, , id=0x0001, 0x00000001 0x00000086
6865,4034.10975, , id=0x0001, 0x00000001 0x000000B7
6866,4034.59449, , id=0x0001, 0x00000001 0x000000AD
6867,4035.08073, , id=0x0001, 0x00000001 0x0000009E
