Event, Time (sec), Component, Event Property, Value
1316, 1259.56973400, , id=0x0001, 0x00000000 0x001410B8
1317, 1260.06973800, , id=0x0001, 0x00000000 0x001414A0
1318, 1260.56973800, , id=0x0001, 0x00000000 0x00141888
1319, 1261.06972600, , id=0x0001, 0x00000000 0x00141C70
1320, 1261.56972600, , id=0x0001, 0x00000000 0x00142058
1321, 1262.06973800, , id=0x0001, 0x00000000 0x00142440
1322, 1262.56973800, , id=0x0001, 0x00000000 0x00142828
1323, 1263.06973800, , id=0x0001, 0x00000000 0x00142C10
1324, 1263.56973800, , id=0x0001, 0x00000000 0x00142FF8
1325, 1264.06973800, , id=0x0001, 0x00000000 0x001433E0
1326, 1264.56973800, , id=0x0001, 0x00000000 0x001437C8
1327, 1265.06973800, , id=0x0001, 0x00000000 0x00143BB0
1328, 1265.56973800, , id=0x0001, 0x00000000 0x00143F98
1329, 1266.06972600, , id=0x0001, 0x00000000 0x00144380
1330, 1266.56973800, , id=0x0001, 0x00000000 0x00144768
1331, 1267.06973800, , id=0x0001, 0x00000000 0x00144B50
1332, 1267.56973800, , id=0x0001, 0x00000000 0x00144F38
1333, 1268.06973800, , id=0x0001, 0x00000000 0x00145320
1334, 1268.56974000, , id=0x0001, 0x00000000 0x00145708
1335, 1269.06973800, , id=0x0001, 0x00000000 0x00145AF0
1336, 1269.56973800, , id=0x0001, 0x00000000 0x00145ED8
1337, 1270.06973800, , id=0x0001, 0x00000000 0x001462C0
1338, 1270.56973800, , id=0x0001, 0x00000000 0x001466A8
1339, 1271.06973800, , id=0x0001, 0x00000000 0x00146A90
1340, 1271.56972600, , id=0x0001, 0x00000000 0x00146E78
1341, 1272.06973800, , id=0x0001, 0x00000000 0x00147260
1342, 1272.56973800, , id=0x0001, 0x00000000 0x00147648
1343, 1273.06972600, , id=0x0001, 0x00000000 0x00147A30
1344, 1273.56972600, , id=0x0001, 0x00000000 0x00147E18
1345, 1274.06973800, , id=0x0001, 0x00000000 0x00148200
1346, 1274.56973800, , id=0x0001, 0x00000000 0x001485E8
1347, 1275.06973800, , id=0x0001, 0x00000000 0x001489D0
1348, 1275.56974000, , id=0x0001, 0x00000000 0x00148DB8
1349, 1276.06973800, , id=0x0001, 0x00000000 0x001491A0
1350, 1276.56973800, , id=0x0001, 0x00000000 0x00149588
1351, 1277.06972600, , id=0x0001, 0x00000000 0x00149970
1352, 1277.56973800, , id=0x0001, 0x00000000 0x00149D58
1353, 1278.06973800, , id=0x0001, 0x00000000 0x0014A140
1354, 1278.56973800, , id=0x0001, 0x00000000 0x0014A528
1355, 1279.06973800, , id=0x0001, 0x00000000 0x0014A910
1356, 1279.56972600, , id=0x0001, 0x00000000 0x0014ACF8
1357, 1280.06972600, , id=0x0001, 0x00000000 0x0014B0E0
1358, 1280.56973800, , id=0x0001, 0x00000000 0x0014B4C8
1359, 1281.06973800, , id=0x0001, 0x00000000 0x0014B8B0
1360, 1281.56973800, , id=0x0001, 0x00000000 0x0014BC98
1361, 1282.06973800, , id=0x0001, 0x00000000 0x0014C080
1362, 1282.56973800, , id=0x0001, 0x00000000 0x0014C468
1363, 1283.06973800, , id=0x0001, 0x00000000 0x0014C850
1364, 1283.56973800, , id=0x0001, 0x00000000 0x0014CC38
1365, 1284.06972600, , id=0x0001, 0x00000000 0x0014D020
1366, 1284.56973800, , id=0x0001, 0x00000000 0x0014D408
1367, 1285.06973800, , id=0x0001, 0x00000000 0x0014D7F0
1368, 1285.56973800, , id=0x0001, 0x00000000 0x0014DBD8
1369, 1286.06972600, , id=0x0001, 0x00000000 0x0014DFC0
1370, 1286.56972600, , id=0x0001, 0x00000000 0x0014E3A8
1371, 1287.06973800, , id=0x0001, 0x00000000 0x0014E790
1372, 1287.56973800, , id=0x0001, 0x00000000 0x0014EB78
1373, 1288.06973800, , id=0x0001, 0x00000000 0x0014EF60
1374, 1288.56973800, , id=0x0001, 0x00000000 0x0014F348
1375, 1289.06973800, , id=0x0001, 0x00000000 0x0014F730
1376, 1289.56972600, , id=0x0001, 0x00000000 0x0014FB18
1377, 1290.06973800, , id=0x0001, 0x00000000 0x0014FF00
1378, 1290.56973800, , id=0x0001, 0x00000000 0x001502E8
1379, 1291.06974200, , id=0x0001, 0x00000000 0x001506D0
1380, 1291.56972600, , id=0x0001, 0x00000000 0x00150AB8
1381, 1292.06973800, , id=0x0001, 0x00000000 0x00150EA0
1382, 1292.56973800, , id=0x0001, 0x00000000 0x00151288
1383, 1293.06972600, , id=0x0001, 0x00000000 0x00151670
1384, 1293.56973800, , id=0x0001, 0x00000000 0x00151A58
1385, 1294.06972600, , id=0x0001, 0x00000000 0x00151E40
1386, 1294.56973800, , id=0x0001, 0x00000000 0x00152228
1387, 1295.06972600, , id=0x0001, 0x00000000 0x00152610
1388, 1295.56973800, , id=0x0001, 0x00000000 0x001529F8
1389, 1296.06973800, , id=0x0001, 0x00000000 0x00152DE0
1390, 1296.56973800, , id=0x0001, 0x00000000 0x001531C8
1391, 1297.06973800, , id=0x0001, 0x00000000 0x001535B0
1392, 1297.57159400, , id=0x0001, 0x00000000 0x0015399B
1393, 1298.06973800, , id=0x0001, 0x00000000 0x00153D80
1394, 1298.56973800, , id=0x0001, 0x00000000 0x00154168
1395, 1299.06972600, , id=0x0001, 0x00000000 0x00154550
1396, 1299.56973800, , id=0x0001, 0x00000000 0x00154938
1397, 1300.06973800, , id=0x0001, 0x00000000 0x00154D20
1398, 1300.56973800, , id=0x0001, 0x00000000 0x00155108
1399, 1301.06972600, , id=0x0001, 0x00000000 0x001554F0
1400, 1301.56973800, , id=0x0001, 0x00000000 0x001558D8
1401, 1302.06973800, , id=0x0001, 0x00000000 0x00155CC0
1402, 1302.56973800, , id=0x0001, 0x00000000 0x001560A8
1403, 1303.06973800, , id=0x0001, 0x00000000 0x00156490
1404, 1303.56972600, , id=0x0001, 0x00000000 0x00156878
1405, 1304.06973800, , id=0x0001, 0x00000000 0x00156C60
1406, 1304.56973800, , id=0x0001, 0x00000000 0x00157048
1407, 1305.06973800, , id=0x0001, 0x00000000 0x00157430
1408, 1305.56973800, , id=0x0001, 0x00000000 0x00157818
1409, 1306.06973800, , id=0x0001, 0x00000000 0x00157C00
1410, 1306.56973800, , id=0x0001, 0x00000000 0x00157FE8
1411, 1307.06973800, , id=0x0001, 0x00000000 0x001583D0
1412, 1307.56973800, , id=0x0001, 0x00000000 0x001587B8
1413, 1308.06973800, , id=0x0001, 0x00000000 0x00158BA0
1414, 1308.56973800, , id=0x0001, 0x00000000 0x00158F88
1415, 1309.06973800, , id=0x0001, 0x00000000 0x00159370
1416, 1309.56973800, , id=0x0001, 0x00000000 0x00159758
1417, 1310.06973800, , id=0x0001, 0x00000000 0x00159B40
1418, 1310.56972600, , id=0x0001, 0x00000000 0x00159F28
1419, 1311.06973800, , id=0x0001, 0x00000000 0x0015A310
1420, 1311.56973800, , id=0x0001, 0x00000000 0x0015A6F8
1421, 1312.06973800, , id=0x0001, 0x00000000 0x0015AAE0
1422, 1312.57109400, , id=0x0001, 0x00000000 0x0015AECA
1423, 1313.06973800, , id=0x0001, 0x00000000 0x0015B2B0
1424, 1313.56973800, , id=0x0001, 0x00000000 0x0015B698
1425, 1314.06973800, , id=0x0001, 0x00000000 0x0015BA80
1426, 1314.56973800, , id=0x0001, 0x00000000 0x0015BE68
1427, 1315.06972600, , id=0x0001, 0x00000000 0x0015C250
1428, 1315.56973800, , id=0x0001, 0x00000000 0x0015C638
1429, 1316.06973800, , id=0x0001, 0x00000000 0x0015CA20
1430, 1316.56973800, , id=0x0001, 0x00000000 0x0015CE08
1431, 1317.06973800, , id=0x0001, 0x00000000 0x0015D1F0
1432, 1317.56973800, , id=0x0001, 0x00000000 0x0015D5D8
1433, 1318.06973800, , id=0x0001, 0x00000000 0x0015D9C0
1434, 1318.56973800, , id=0x0001, 0x00000000 0x0015DDA8
1435, 1319.06972600, , id=0x0001, 0x00000000 0x0015E190
1436, 1319.56973800, , id=0x0001, 0x00000000 0x0015E578
1437, 1320.06972600, , id=0x0001, 0x00000000 0x0015E960
1438, 1320.56972600, , id=0x0001, 0x00000000 0x0015ED48
1439, 1321.06972600, , id=0x0001, 0x00000000 0x0015F130
1440, 1321.56972600, , id=0x0001, 0x00000000 0x0015F518
1441, 1322.06973800, , id=0x0001, 0x00000000 0x0015F900
1442, 1322.56972600, , id=0x0001, 0x00000000 0x0015FCE8
1443, 1323.06973800, , id=0x0001, 0x00000000 0x001600D0
1444, 1323.56972600, , id=0x0001, 0x00000000 0x001604B8
1445, 1324.06973800, , id=0x0001, 0x00000000 0x001608A0
1446, 1324.56973800, , id=0x0001, 0x00000000 0x00160C88
1447, 1325.06973800, , id=0x0001, 0x00000000 0x00161070
1448, 1325.56973800, , id=0x0001, 0x00000000 0x00161458
1449, 1326.06973800, , id=0x0001, 0x00000000 0x00161840
1450, 1326.56973800, , id=0x0001, 0x00000000 0x00161C28
1451, 1327.06972600, , id=0x0001, 0x00000000 0x00162010
1452, 1327.56973800, , id=0x0001, 0x00000000 0x001623F8
1453, 1328.06973800, , id=0x0001, 0x00000000 0x001627E0
1454, 1328.56973800, , id=0x0001, 0x00000000 0x00162BC8
1455, 1329.06973800, , id=0x0001, 0x00000000 0x00162FB0
1456, 1329.56972600, , id=0x0001, 0x00000000 0x00163398
1457, 1330.06972600, , id=0x0001, 0x00000000 0x00163780
1458, 1330.56973800, , id=0x0001, 0x00000000 0x00163B68
1459, 1331.06973800, , id=0x0001, 0x00000000 0x00163F50
1460, 1331.56973800, , id=0x0001, 0x00000000 0x00164338
1461, 1332.06973800, , id=0x0001, 0x00000000 0x00164720
1462, 1332.56973800, , id=0x0001, 0x00000000 0x00164B08
1463, 1333.06973800, , id=0x0001, 0x00000000 0x00164EF0
1464, 1333.56973800, , id=0x0001, 0x00000000 0x001652D8
1465, 1334.06972600, , id=0x0001, 0x00000000 0x001656C0
1466, 1334.56973800, , id=0x0001, 0x00000000 0x00165AA8
1467, 1335.06973800, , id=0x0001, 0x00000000 0x00165E90
1468, 1335.56973800, , id=0x0001, 0x00000000 0x00166278
1469, 1336.06973800, , id=0x0001, 0x00000000 0x00166660
1470, 1336.56973800, , id=0x0001, 0x00000000 0x00166A48
1471, 1337.06973800, , id=0x0001, 0x00000000 0x00166E30
1472, 1337.56973800, , id=0x0001, 0x00000000 0x00167218
1473, 1338.06973800, , id=0x0001, 0x00000000 0x00167600
1474, 1338.56973800, , id=0x0001, 0x00000000 0x001679E8
1475, 1339.06973800, , id=0x0001, 0x00000000 0x00167DD0
1476, 1339.56973800, , id=0x0001, 0x00000000 0x001681B8
1477, 1340.06973800, , id=0x0001, 0x00000000 0x001685A0
1478, 1340.56973800, , id=0x0001, 0x00000000 0x00168988
1479, 1341.06973800, , id=0x0001, 0x00000000 0x00168D70
1480, 1341.56973800, , id=0x0001, 0x00000000 0x00169158
1481, 1342.06973800, , id=0x0001, 0x00000000 0x00169540
1482, 1342.56973800, , id=0x0001, 0x00000000 0x00169928
1483, 1343.06973800, , id=0x0001, 0x00000000 0x00169D10
1484, 1343.56972600, , id=0x0001, 0x00000000 0x0016A0F8
1485, 1344.06973800, , id=0x0001, 0x00000000 0x0016A4E0
1486, 1344.56973800, , id=0x0001, 0x00000000 0x0016A8C8
1487, 1345.06973800, , id=0x0001, 0x00000000 0x0016ACB0
1488, 1345.56973800, , id=0x0001, 0x00000000 0x0016B098
1489, 1346.07119400, , id=0x0001, 0x00000000 0x0016B483
1490, 1346.56973800, , id=0x0001, 0x00000000 0x0016B868
1491, 1347.06973800, , id=0x0001, 0x00000000 0x0016BC50
1492, 1347.56973800, , id=0x0001, 0x00000000 0x0016C038
1493, 1348.06973800, , id=0x0001, 0x00000000 0x0016C420
1494, 1348.56972600, , id=0x0001, 0x00000000 0x0016C808
1495, 1349.06973800, , id=0x0001, 0x00000000 0x0016CBF0
1496, 1349.56973800, , id=0x0001, 0x00000000 0x0016CFD8
1497, 1350.06972600, , id=0x0001, 0x00000000 0x0016D3C0
1498, 1350.56972600, , id=0x0001, 0x00000000 0x0016D7A8
1499, 1351.06973800, , id=0x0001, 0x00000000 0x0016DB90
1500, 1351.56973800, , id=0x0001, 0x00000000 0x0016DF78
1501, 1352.06973800, , id=0x0001, 0x00000000 0x0016E360
1502, 1352.56973800, , id=0x0001, 0x00000000 0x0016E748
1503, 1353.06973800, , id=0x0001, 0x00000000 0x0016EB30
1504, 1353.56973800, , id=0x0001, 0x00000000 0x0016EF18
1505, 1354.06973800, , id=0x0001, 0x00000000 0x0016F300
1506, 1354.56973800, , id=0x0001, 0x00000000 0x0016F6E8
1507, 1355.06973800, , id=0x0001, 0x00000000 0x0016FAD0
1508, 1355.56973800, , id=0x0001, 0x00000000 0x0016FEB8
1509, 1356.06973800, , id=0x0001, 0x00000000 0x001702A0
1510, 1356.56973800, , id=0x0001, 0x00000000 0x00170688
1511, 1357.06973800, , id=0x0001, 0x00000000 0x00170A70
1512, 1357.56973800, , id=0x0001, 0x00000000 0x00170E58
1513, 1358.06972600, , id=0x0001, 0x00000000 0x00171240
1514, 1358.56973800, , id=0x0001, 0x00000000 0x00171628
1515, 1359.06973800, , id=0x0001, 0x00000000 0x00171A10
1516, 1359.56973800, , id=0x0001, 0x00000000 0x00171DF8
1517, 1360.06973800, , id=0x0001, 0x00000000 0x001721E0
1518, 1360.56973800, , id=0x0001, 0x00000000 0x001725C8
1519, 1361.06975600, , id=0x0001, 0x00000000 0x001729B0
1520, 1361.56972600, , id=0x0001, 0x00000000 0x00172D98
1521, 1362.06973800, , id=0x0001, 0x00000000 0x00173180
1522, 1362.56973800, , id=0x0001, 0x00000000 0x00173568
1523, 1363.06972600, , id=0x0001, 0x00000000 0x00173950
1524, 1363.56973800, , id=0x0001, 0x00000000 0x00173D38
1525, 1364.06972600, , id=0x0001, 0x00000000 0x00174120
1526, 1364.56973800, , id=0x0001, 0x00000000 0x00174508
1527, 1365.06973800, , id=0x0001, 0x00000000 0x001748F0
1528, 1365.56972600, , id=0x0001, 0x00000000 0x00174CD8
1529, 1366.06972600, , id=0x0001, 0x00000000 0x001750C0
1530, 1366.56972600, , id=0x0001, 0x00000000 0x001754A8
1531, 1367.06973800, , id=0x0001, 0x00000000 0x00175890
1532, 1367.56973800, , id=0x0001, 0x00000000 0x00175C78
1533, 1368.06973800, , id=0x0001, 0x00000000 0x00176060
1534, 1368.56973800, , id=0x0001, 0x00000000 0x00176448
1535, 1369.06973800, , id=0x0001, 0x00000000 0x00176830
1536, 1369.56973800, , id=0x0001, 0x00000000 0x00176C18
1537, 1370.06973800, , id=0x0001, 0x00000000 0x00177000
1538, 1370.56973800, , id=0x0001, 0x00000000 0x001773E8
1539, 1371.06973800, , id=0x0001, 0x00000000 0x001777D0
1540, 1371.56973800, , id=0x0001, 0x00000000 0x00177BB8
1541, 1372.06973800, , id=0x0001, 0x00000000 0x00177FA0
1542, 1372.56972600, , id=0x0001, 0x00000000 0x00178388
1543, 1373.06973800, , id=0x0001, 0x00000000 0x00178770
1544, 1373.56973800, , id=0x0001, 0x00000000 0x00178B58
1545, 1374.06973800, , id=0x0001, 0x00000000 0x00178F40
1546, 1374.56973800, , id=0x0001, 0x00000000 0x00179328
1547, 1375.06973800, , id=0x0001, 0x00000000 0x00179710
1548, 1375.56973800, , id=0x0001, 0x00000000 0x00179AF8
1549, 1376.06972600, , id=0x0001, 0x00000000 0x00179EE0
1550, 1376.56973800, , id=0x0001, 0x00000000 0x0017A2C8
1551, 1377.06973800, , id=0x0001, 0x00000000 0x0017A6B0
1552, 1377.56973800, , id=0x0001, 0x00000000 0x0017AA98
1553, 1378.06973800, , id=0x0001, 0x00000000 0x0017AE80
1554, 1378.56973800, , id=0x0001, 0x00000000 0x0017B268
1555, 1379.06973800, , id=0x0001, 0x00000000 0x0017B650
1556, 1379.56972600, , id=0x0001, 0x00000000 0x0017BA38
1557, 1380.06973800, , id=0x0001, 0x00000000 0x0017BE20
1558, 1380.56970400, , id=0x0001, 0x00000000 0x0017C208
1559, 1381.06973800, , id=0x0001, 0x00000000 0x0017C5F0
1560, 1381.56970400, , id=0x0001, 0x00000000 0x0017C9D8
1561, 1382.06973800, , id=0x0001, 0x00000000 0x0017CDC0
1562, 1382.56970400, , id=0x0001, 0x00000000 0x0017D1A8
1563, 1383.06973800, , id=0x0001, 0x00000000 0x0017D590
1564, 1383.56970400, , id=0x0001, 0x00000000 0x0017D978
1565, 1384.06973800, , id=0x0001, 0x00000000 0x0017DD60
1566, 1384.56970400, , id=0x0001, 0x00000000 0x0017E148
1567, 1385.06973800, , id=0x0001, 0x00000000 0x0017E530
1568, 1385.56969400, , id=0x0001, 0x00000000 0x0017E918
1569, 1386.06972600, , id=0x0001, 0x00000000 0x0017ED00
1570, 1386.56969200, , id=0x0001, 0x00000000 0x0017F0E8
1571, 1387.06973800, , id=0x0001, 0x00000000 0x0017F4D0
1572, 1387.56970400, , id=0x0001, 0x00000000 0x0017F8B8
1573, 1388.06973800, , id=0x0001, 0x00000000 0x0017FCA0
1574, 1388.56970400, , id=0x0001, 0x00000000 0x00180088
1575, 1389.06973800, , id=0x0001, 0x00000000 0x00180470
1576, 1389.56969200, , id=0x0001, 0x00000000 0x00180858
1577, 1390.06973800, , id=0x0001, 0x00000000 0x00180C40
1578, 1390.56970400, , id=0x0001, 0x00000000 0x00181028
1579, 1391.06973800, , id=0x0001, 0x00000000 0x00181410
1580, 1391.56970400, , id=0x0001, 0x00000000 0x001817F8
1581, 1392.06973800, , id=0x0001, 0x00000000 0x00181BE0
1582, 1392.56970400, , id=0x0001, 0x00000000 0x00181FC8
1583, 1393.06973800, , id=0x0001, 0x00000000 0x001823B0
1584, 1393.56970400, , id=0x0001, 0x00000000 0x00182798
1585, 1394.06973800, , id=0x0001, 0x00000000 0x00182B80
1586, 1394.56970400, , id=0x0001, 0x00000000 0x00182F68
1587, 1395.06973800, , id=0x0001, 0x00000000 0x00183350
1588, 1395.56973800, , id=0x0001, 0x00000000 0x00183738
1589, 1396.06973800, , id=0x0001, 0x00000000 0x00183B20
1590, 1396.56973800, , id=0x0001, 0x00000000 0x00183F08
1591, 1397.06972600, , id=0x0001, 0x00000000 0x001842F0
1592, 1397.56973800, , id=0x0001, 0x00000000 0x001846D8
1593, 1398.06973800, , id=0x0001, 0x00000000 0x00184AC0
1594, 1398.56973800, , id=0x0001, 0x00000000 0x00184EA8
1595, 1399.06973800, , id=0x0001, 0x00000000 0x00185290
1596, 1399.56973800, , id=0x0001, 0x00000000 0x00185678
1597, 1400.06972600, , id=0x0001, 0x00000000 0x00185A60
1598, 1400.56972600, , id=0x0001, 0x00000000 0x00185E48
1599, 1401.06973800, , id=0x0001, 0x00000000 0x00186230
1600, 1401.56972600, , id=0x0001, 0x00000000 0x00186618
1601, 1402.06972600, , id=0x0001, 0x00000000 0x00186A00
1602, 1402.56972600, , id=0x0001, 0x00000000 0x00186DE8
1603, 1403.06973800, , id=0x0001, 0x00000000 0x001871D0
1604, 1403.56973800, , id=0x0001, 0x00000000 0x001875B8
1605, 1404.06973800, , id=0x0001, 0x00000000 0x001879A0
1606, 1404.56972600, , id=0x0001, 0x00000000 0x00187D88
1607, 1405.06973800, , id=0x0001, 0x00000000 0x00188170
1608, 1405.56973800, , id=0x0001, 0x00000000 0x00188558
1609, 1406.06973800, , id=0x0001, 0x00000000 0x00188940
1610, 1406.56973800, , id=0x0001, 0x00000000 0x00188D28
1611, 1407.06973800, , id=0x0001, 0x00000000 0x00189110
1612, 1407.56973800, , id=0x0001, 0x00000000 0x001894F8
1613, 1408.06973800, , id=0x0001, 0x00000000 0x001898E0
1614, 1408.56972600, , id=0x0001, 0x00000000 0x00189CC8
1615, 1409.06973800, , id=0x0001, 0x00000000 0x0018A0B0
1616, 1409.56973800, , id=0x0001, 0x00000000 0x0018A498
1617, 1410.06973800, , id=0x0001, 0x00000000 0x0018A880
1618, 1410.56972600, , id=0x0001, 0x00000000 0x0018AC68
1619, 1411.06972600, , id=0x0001, 0x00000000 0x0018B050
1620, 1411.56973800, , id=0x0001, 0x00000000 0x0018B438
1621, 1412.06973800, , id=0x0001, 0x00000000 0x0018B820
1622, 1412.56973800, , id=0x0001, 0x00000000 0x0018BC08
1623, 1413.06973800, , id=0x0001, 0x00000000 0x0018BFF0
1624, 1413.57111400, , id=0x0001, 0x00000000 0x0018C3DA
1625, 1414.06973800, , id=0x0001, 0x00000000 0x0018C7C0
1626, 1414.56973800, , id=0x0001, 0x00000000 0x0018CBA8
1627, 1415.06973800, , id=0x0001, 0x00000000 0x0018CF90
1628, 1415.56973800, , id=0x0001, 0x00000000 0x0018D378
1629, 1416.06972600, , id=0x0001, 0x00000000 0x0018D760
1630, 1416.56973800, , id=0x0001, 0x00000000 0x0018DB48
1631, 1417.06973800, , id=0x0001, 0x00000000 0x0018DF30
1632, 1417.56972600, , id=0x0001, 0x00000000 0x0018E318
1633, 1418.06973800, , id=0x0001, 0x00000000 0x0018E700
1634, 1418.56972600, , id=0x0001, 0x00000000 0x0018EAE8
1635, 1419.06972600, , id=0x0001, 0x00000000 0x0018EED0
1636, 1419.56973800, , id=0x0001, 0x00000000 0x0018F2B8
1637, 1420.06972600, , id=0x0001, 0x00000000 0x0018F6A0
1638, 1420.56973800, , id=0x0001, 0x00000000 0x0018FA88
1639, 1421.06973800, , id=0x0001, 0x00000000 0x0018FE70
1640, 1421.56973800, , id=0x0001, 0x00000000 0x00190258
1641, 1422.06972600, , id=0x0001, 0x00000000 0x00190640
1642, 1422.56973800, , id=0x0001, 0x00000000 0x00190A28
1643, 1423.06973000, , id=0x0001, 0x00000000 0x00190E10
1644, 1423.56973800, , id=0x0001, 0x00000000 0x001911F8
1645, 1424.06972600, , id=0x0001, 0x00000000 0x001915E0
1646, 1424.56973800, , id=0x0001, 0x00000000 0x001919C8
1647, 1425.06973800, , id=0x0001, 0x00000000 0x00191DB0
1648, 1425.56973800, , id=0x0001, 0x00000000 0x00192198
1649, 1426.06973800, , id=0x0001, 0x00000000 0x00192580
1650, 1426.56973800, , id=0x0001, 0x00000000 0x00192968
1651, 1427.06972600, , id=0x0001, 0x00000000 0x00192D50
1652, 1427.56973800, , id=0x0001, 0x00000000 0x00193138
1653, 1428.06973800, , id=0x0001, 0x00000000 0x00193520
1654, 1428.56973800, , id=0x0001, 0x00000000 0x00193908
1655, 1429.06973800, , id=0x0001, 0x00000000 0x00193CF0
1656, 1429.56973800, , id=0x0001, 0x00000000 0x001940D8
1657, 1430.06973800, , id=0x0001, 0x00000000 0x001944C0
1658, 1430.56973800, , id=0x0001, 0x00000000 0x001948A8
1659, 1431.06972600, , id=0x0001, 0x00000000 0x00194C90
1660, 1431.56973800, , id=0x0001, 0x00000000 0x00195078
1661, 1432.06973800, , id=0x0001, 0x00000000 0x00195460
1662, 1432.56973800, , id=0x0001, 0x00000000 0x00195848
1663, 1433.06973800, , id=0x0001, 0x00000000 0x00195C30
1664, 1433.56972600, , id=0x0001, 0x00000000 0x00196018
1665, 1434.06973800, , id=0x0001, 0x00000000 0x00196400
1666, 1434.56973800, , id=0x0001, 0x00000000 0x001967E8
1667, 1435.06973800, , id=0x0001, 0x00000000 0x00196BD0
1668, 1435.56973800, , id=0x0001, 0x00000000 0x00196FB8
1669, 1436.06972600, , id=0x0001, 0x00000000 0x001973A0
1670, 1436.56973800, , id=0x0001, 0x00000000 0x00197788
1671, 1437.06973800, , id=0x0001, 0x00000000 0x00197B70
1672, 1437.56973800, , id=0x0001, 0x00000000 0x00197F58
1673, 1438.06973800, , id=0x0001, 0x00000000 0x00198340
1674, 1438.56973800, , id=0x0001, 0x00000000 0x00198728
1675, 1439.06973800, , id=0x0001, 0x00000000 0x00198B10
1676, 1439.56973800, , id=0x0001, 0x00000000 0x00198EF8
1677, 1440.06974000, , id=0x0001, 0x00000000 0x001992E0
1678, 1440.56972600, , id=0x0001, 0x00000000 0x001996C8
1679, 1441.06972600, , id=0x0001, 0x00000000 0x00199AB0
1680, 1441.56973800, , id=0x0001, 0x00000000 0x00199E98
1681, 1442.06973800, , id=0x0001, 0x00000000 0x0019A280
1682, 1442.56973800, , id=0x0001, 0x00000000 0x0019A668
1683, 1443.06973800, , id=0x0001, 0x00000000 0x0019AA50
1684, 1443.56973800, , id=0x0001, 0x00000000 0x0019AE38
1685, 1444.06973800, , id=0x0001, 0x00000000 0x0019B220
1686, 1444.56973800, , id=0x0001, 0x00000000 0x0019B608
1687, 1445.06973800, , id=0x0001, 0x00000000 0x0019B9F0
1688, 1445.56973800, , id=0x0001, 0x00000000 0x0019BDD8
1689, 1446.06973800, , id=0x0001, 0x00000000 0x0019C1C0
1690, 1446.56973800, , id=0x0001, 0x00000000 0x0019C5A8
1691, 1447.06973800, , id=0x0001, 0x00000000 0x0019C990
1692, 1447.56972600, , id=0x0001, 0x00000000 0x0019CD78
1693, 1448.06972600, , id=0x0001, 0x00000000 0x0019D160
1694, 1448.56973800, , id=0x0001, 0x00000000 0x0019D548
1695, 1449.06973800, , id=0x0001, 0x00000000 0x0019D930
1696, 1449.56972600, , id=0x0001, 0x00000000 0x0019DD18
1697, 1450.06973800, , id=0x0001, 0x00000000 0x0019E100
1698, 1450.56970400, , id=0x0001, 0x00000000 0x0019E4E8
1699, 1451.06973800, , id=0x0001, 0x00000000 0x0019E8D0
1700, 1451.56970400, , id=0x0001, 0x00000000 0x0019ECB8
1701, 1452.06973800, , id=0x0001, 0x00000000 0x0019F0A0
1702, 1452.56970400, , id=0x0001, 0x00000000 0x0019F488
1703, 1453.06972600, , id=0x0001, 0x00000000 0x0019F870
1704, 1453.56970400, , id=0x0001, 0x00000000 0x0019FC58
1705, 1454.06975400, , id=0x0001, 0x00000000 0x001A0040
1706, 1454.56970400, , id=0x0001, 0x00000000 0x001A0428
1707, 1455.06973800, , id=0x0001, 0x00000000 0x001A0810
1708, 1455.56970400, , id=0x0001, 0x00000000 0x001A0BF8
1709, 1456.06973800, , id=0x0001, 0x00000000 0x001A0FE0
1710, 1456.56969200, , id=0x0001, 0x00000000 0x001A13C8
1711, 1457.06972600, , id=0x0001, 0x00000000 0x001A17B0
1712, 1457.56970400, , id=0x0001, 0x00000000 0x001A1B98
1713, 1458.06972600, , id=0x0001, 0x00000000 0x001A1F80
1714, 1458.56970400, , id=0x0001, 0x00000000 0x001A2368
1715, 1459.06973800, , id=0x0001, 0x00000000 0x001A2750
1716, 1459.56969200, , id=0x0001, 0x00000000 0x001A2B38
1717, 1460.06973800, , id=0x0001, 0x00000000 0x001A2F20
1718, 1460.56969200, , id=0x0001, 0x00000000 0x001A3308
1719, 1461.06972600, , id=0x0001, 0x00000000 0x001A36F0
1720, 1461.56970400, , id=0x0001, 0x00000000 0x001A3AD8
1721, 1462.06973800, , id=0x0001, 0x00000000 0x001A3EC0
1722, 1462.56970400, , id=0x0001, 0x00000000 0x001A42A8
1723, 1463.06973800, , id=0x0001, 0x00000000 0x001A4690
1724, 1463.56970400, , id=0x0001, 0x00000000 0x001A4A78
1725, 1464.06973800, , id=0x0001, 0x00000000 0x001A4E60
1726, 1464.56970400, , id=0x0001, 0x00000000 0x001A5248
1727, 1465.06973800, , id=0x0001, 0x00000000 0x001A5630
1728, 1465.56970400, , id=0x0001, 0x00000000 0x001A5A18
1729, 1466.06972600, , id=0x0001, 0x00000000 0x001A5E00
1730, 1466.56970400, , id=0x0001, 0x00000000 0x001A61E8
1731, 1467.06973800, , id=0x0001, 0x00000000 0x001A65D0
1732, 1467.56973800, , id=0x0001, 0x00000000 0x001A69B8
1733, 1468.06973800, , id=0x0001, 0x00000000 0x001A6DA0
1734, 1468.56973800, , id=0x0001, 0x00000000 0x001A7188
1735, 1469.06972600, , id=0x0001, 0x00000000 0x001A7570
