Event, Time (sec), Component, Event Property, Value
2922, 2062.56970400, , id=0x0001, 0x00000000 0x002C9228
2923, 2063.06973800, , id=0x0001, 0x00000000 0x002C9610
2924, 2063.56970400, , id=0x0001, 0x00000000 0x002C99F8
2925, 2064.06973800, , id=0x0001, 0x00000000 0x002C9DE0
2926, 2064.56970400, , id=0x0001, 0x00000000 0x002CA1C8
2927, 2065.06973800, , id=0x0001, 0x00000000 0x002CA5B0
2928, 2065.56969200, , id=0x0001, 0x00000000 0x002CA998
2929, 2066.06973800, , id=0x0001, 0x00000000 0x002CAD80
2930, 2066.56972600, , id=0x0001, 0x00000000 0x002CB168
2931, 2067.06973800, , id=0x0001, 0x00000000 0x002CB550
2932, 2067.56970400, , id=0x0001, 0x00000000 0x002CB938
2933, 2068.06972600, , id=0x0001, 0x00000000 0x002CBD20
2934, 2068.56969200, , id=0x0001, 0x00000000 0x002CC108
2935, 2069.06973800, , id=0x0001, 0x00000000 0x002CC4F0
2936, 2069.56970400, , id=0x0001, 0x00000000 0x002CC8D8
2937, 2070.06972600, , id=0x0001, 0x00000000 0x002CCCC0
2938, 2070.56970400, , id=0x0001, 0x00000000 0x002CD0A8
2939, 2071.06972600, , id=0x0001, 0x00000000 0x002CD490
2940, 2071.56970400, , id=0x0001, 0x00000000 0x002CD878
2941, 2072.06973800, , id=0x0001, 0x00000000 0x002CDC60
2942, 2072.57161800, , id=0x0001, 0x00000000 0x002CE04B
2943, 2073.06970400, , id=0x0001, 0x00000000 0x002CE430
2944, 2073.56973800, , id=0x0001, 0x00000000 0x002CE818
2945, 2074.06970400, , id=0x0001, 0x00000000 0x002CEC00
2946, 2074.56972600, , id=0x0001, 0x00000000 0x002CEFE8
2947, 2075.06969200, , id=0x0001, 0x00000000 0x002CF3D0
2948, 2075.56973800, , id=0x0001, 0x00000000 0x002CF7B8
2949, 2076.06970400, , id=0x0001, 0x00000000 0x002CFBA0
2950, 2076.56973800, , id=0x0001, 0x00000000 0x002CFF88
2951, 2077.06969200, , id=0x0001, 0x00000000 0x002D0370
2952, 2077.56973800, , id=0x0001, 0x00000000 0x002D0758
2953, 2078.06970400, , id=0x0001, 0x00000000 0x002D0B40
2954, 2078.56973800, , id=0x0001, 0x00000000 0x002D0F28
2955, 2079.06970400, , id=0x0001, 0x00000000 0x002D1310
2956, 2079.56972600, , id=0x0001, 0x00000000 0x002D16F8
2957, 2080.06970400, , id=0x0001, 0x00000000 0x002D1AE0
2958, 2080.56973800, , id=0x0001, 0x00000000 0x002D1EC8
2959, 2081.06970400, , id=0x0001, 0x00000000 0x002D22B0
2960, 2081.56973800, , id=0x0001, 0x00000000 0x002D2698
2961, 2082.06970400, , id=0x0001, 0x00000000 0x002D2A80
2962, 2082.56972600, , id=0x0001, 0x00000000 0x002D2E68
2963, 2083.06970400, , id=0x0001, 0x00000000 0x002D3250
2964, 2083.56973800, , id=0x0001, 0x00000000 0x002D3638
2965, 2084.06970400, , id=0x0001, 0x00000000 0x002D3A20
2966, 2084.56973800, , id=0x0001, 0x00000000 0x002D3E08
2967, 2085.06969200, , id=0x0001, 0x00000000 0x002D41F0
2968, 2085.56973800, , id=0x0001, 0x00000000 0x002D45D8
2969, 2086.06970400, , id=0x0001, 0x00000000 0x002D49C0
2970, 2086.56973800, , id=0x0001, 0x00000000 0x002D4DA8
2971, 2087.06970400, , id=0x0001, 0x00000000 0x002D5190
2972, 2087.56973800, , id=0x0001, 0x00000000 0x002D5578
2973, 2088.06970400, , id=0x0001, 0x00000000 0x002D5960
2974, 2088.56973800, , id=0x0001, 0x00000000 0x002D5D48
2975, 2089.06973800, , id=0x0001, 0x00000000 0x002D6130
2976, 2089.56973800, , id=0x0001, 0x00000000 0x002D6518
2977, 2090.06970400, , id=0x0001, 0x00000000 0x002D6900
2978, 2090.56973800, , id=0x0001, 0x00000000 0x002D6CE8
2979, 2091.06969200, , id=0x0001, 0x00000000 0x002D70D0
2980, 2091.56973800, , id=0x0001, 0x00000000 0x002D74B8
2981, 2092.06970400, , id=0x0001, 0x00000000 0x002D78A0
2982, 2092.56972600, , id=0x0001, 0x00000000 0x002D7C88
2983, 2093.06969200, , id=0x0001, 0x00000000 0x002D8070
2984, 2093.56972600, , id=0x0001, 0x00000000 0x002D8458
2985, 2094.06969200, , id=0x0001, 0x00000000 0x002D8840
2986, 2094.56973800, , id=0x0001, 0x00000000 0x002D8C28
2987, 2095.06969200, , id=0x0001, 0x00000000 0x002D9010
2988, 2095.56973800, , id=0x0001, 0x00000000 0x002D93F8
2989, 2096.06969200, , id=0x0001, 0x00000000 0x002D97E0
2990, 2096.56973800, , id=0x0001, 0x00000000 0x002D9BC8
2991, 2097.06970400, , id=0x0001, 0x00000000 0x002D9FB0
2992, 2097.56973800, , id=0x0001, 0x00000000 0x002DA398
2993, 2098.06970400, , id=0x0001, 0x00000000 0x002DA780
2994, 2098.56973800, , id=0x0001, 0x00000000 0x002DAB68
2995, 2099.06969200, , id=0x0001, 0x00000000 0x002DAF50
2996, 2099.56972600, , id=0x0001, 0x00000000 0x002DB338
2997, 2100.06970400, , id=0x0001, 0x00000000 0x002DB720
2998, 2100.56973800, , id=0x0001, 0x00000000 0x002DBB08
2999, 2101.06969200, , id=0x0001, 0x00000000 0x002DBEF0
3000, 2101.56973800, , id=0x0001, 0x00000000 0x002DC2D8
3001, 2102.06970400, , id=0x0001, 0x00000000 0x002DC6C0
3002, 2102.56972600, , id=0x0001, 0x00000000 0x002DCAA8
3003, 2103.06970400, , id=0x0001, 0x00000000 0x002DCE90
3004, 2103.56973800, , id=0x0001, 0x00000000 0x002DD278
3005, 2104.06970400, , id=0x0001, 0x00000000 0x002DD660
3006, 2104.56973800, , id=0x0001, 0x00000000 0x002DDA48
3007, 2105.06970400, , id=0x0001, 0x00000000 0x002DDE30
3008, 2105.56973800, , id=0x0001, 0x00000000 0x002DE218
3009, 2106.06970400, , id=0x0001, 0x00000000 0x002DE600
3010, 2106.56973800, , id=0x0001, 0x00000000 0x002DE9E8
3011, 2107.06969200, , id=0x0001, 0x00000000 0x002DEDD0
3012, 2107.56973800, , id=0x0001, 0x00000000 0x002DF1B8
3013, 2108.07110200, , id=0x0001, 0x00000000 0x002DF5A2
3014, 2108.56973800, , id=0x0001, 0x00000000 0x002DF988
3015, 2109.06973800, , id=0x0001, 0x00000000 0x002DFD70
3016, 2109.56972600, , id=0x0001, 0x00000000 0x002E0158
3017, 2110.06973800, , id=0x0001, 0x00000000 0x002E0540
3018, 2110.56973800, , id=0x0001, 0x00000000 0x002E0928
3019, 2111.06973800, , id=0x0001, 0x00000000 0x002E0D10
3020, 2111.56973800, , id=0x0001, 0x00000000 0x002E10F8
3021, 2112.06972600, , id=0x0001, 0x00000000 0x002E14E0
3022, 2112.56973800, , id=0x0001, 0x00000000 0x002E18C8
3023, 2113.06973800, , id=0x0001, 0x00000000 0x002E1CB0
3024, 2113.56972600, , id=0x0001, 0x00000000 0x002E2098
3025, 2114.06973800, , id=0x0001, 0x00000000 0x002E2480
3026, 2114.56972600, , id=0x0001, 0x00000000 0x002E2868
3027, 2115.06973800, , id=0x0001, 0x00000000 0x002E2C50
3028, 2115.56973800, , id=0x0001, 0x00000000 0x002E3038
3029, 2116.06973800, , id=0x0001, 0x00000000 0x002E3420
3030, 2116.56973800, , id=0x0001, 0x00000000 0x002E3808
3031, 2117.06972600, , id=0x0001, 0x00000000 0x002E3BF0
3032, 2117.56972600, , id=0x0001, 0x00000000 0x002E3FD8
3033, 2118.06972600, , id=0x0001, 0x00000000 0x002E43C0
3034, 2118.56973800, , id=0x0001, 0x00000000 0x002E47A8
3035, 2119.06972600, , id=0x0001, 0x00000000 0x002E4B90
3036, 2119.56972600, , id=0x0001, 0x00000000 0x002E4F78
3037, 2120.06973800, , id=0x0001, 0x00000000 0x002E5360
3038, 2120.56973800, , id=0x0001, 0x00000000 0x002E5748
3039, 2121.06972600, , id=0x0001, 0x00000000 0x002E5B30
3040, 2121.56973800, , id=0x0001, 0x00000000 0x002E5F18
3041, 2122.06972600, , id=0x0001, 0x00000000 0x002E6300
3042, 2122.56973800, , id=0x0001, 0x00000000 0x002E66E8
3043, 2123.06973800, , id=0x0001, 0x00000000 0x002E6AD0
3044, 2123.56972600, , id=0x0001, 0x00000000 0x002E6EB8
3045, 2124.06973800, , id=0x0001, 0x00000000 0x002E72A0
3046, 2124.56973800, , id=0x0001, 0x00000000 0x002E7688
3047, 2125.06970400, , id=0x0001, 0x00000000 0x002E7A70
3048, 2125.56973800, , id=0x0001, 0x00000000 0x002E7E58
3049, 2126.06970400, , id=0x0001, 0x00000000 0x002E8240
3050, 2126.56972600, , id=0x0001, 0x00000000 0x002E8628
3051, 2127.06970400, , id=0x0001, 0x00000000 0x002E8A10
3052, 2127.56973800, , id=0x0001, 0x00000000 0x002E8DF8
3053, 2128.06969200, , id=0x0001, 0x00000000 0x002E91E0
3054, 2128.56973800, , id=0x0001, 0x00000000 0x002E95C8
3055, 2129.06970400, , id=0x0001, 0x00000000 0x002E99B0
3056, 2129.56973800, , id=0x0001, 0x00000000 0x002E9D98
3057, 2130.06969200, , id=0x0001, 0x00000000 0x002EA180
3058, 2130.56972600, , id=0x0001, 0x00000000 0x002EA568
3059, 2131.06970400, , id=0x0001, 0x00000000 0x002EA950
3060, 2131.56973800, , id=0x0001, 0x00000000 0x002EAD38
3061, 2132.06970400, , id=0x0001, 0x00000000 0x002EB120
3062, 2132.56972600, , id=0x0001, 0x00000000 0x002EB508
3063, 2133.06970400, , id=0x0001, 0x00000000 0x002EB8F0
3064, 2133.56973800, , id=0x0001, 0x00000000 0x002EBCD8
3065, 2134.06970400, , id=0x0001, 0x00000000 0x002EC0C0
3066, 2134.56973800, , id=0x0001, 0x00000000 0x002EC4A8
3067, 2135.06970400, , id=0x0001, 0x00000000 0x002EC890
3068, 2135.56973800, , id=0x0001, 0x00000000 0x002ECC78
3069, 2136.06970400, , id=0x0001, 0x00000000 0x002ED060
3070, 2136.56973800, , id=0x0001, 0x00000000 0x002ED448
3071, 2137.06969200, , id=0x0001, 0x00000000 0x002ED830
3072, 2137.56973800, , id=0x0001, 0x00000000 0x002EDC18
3073, 2138.06970400, , id=0x0001, 0x00000000 0x002EE000
3074, 2138.56973800, , id=0x0001, 0x00000000 0x002EE3E8
3075, 2139.06970400, , id=0x0001, 0x00000000 0x002EE7D0
3076, 2139.56973800, , id=0x0001, 0x00000000 0x002EEBB8
3077, 2140.06970400, , id=0x0001, 0x00000000 0x002EEFA0
3078, 2140.56973800, , id=0x0001, 0x00000000 0x002EF388
3079, 2141.06972600, , id=0x0001, 0x00000000 0x002EF770
3080, 2141.56973800, , id=0x0001, 0x00000000 0x002EFB58
3081, 2142.06970400, , id=0x0001, 0x00000000 0x002EFF40
3082, 2142.56972600, , id=0x0001, 0x00000000 0x002F0328
3083, 2143.06970400, , id=0x0001, 0x00000000 0x002F0710
3084, 2143.56973800, , id=0x0001, 0x00000000 0x002F0AF8
3085, 2144.06970400, , id=0x0001, 0x00000000 0x002F0EE0
3086, 2144.56973800, , id=0x0001, 0x00000000 0x002F12C8
3087, 2145.06970400, , id=0x0001, 0x00000000 0x002F16B0
3088, 2145.56975400, , id=0x0001, 0x00000000 0x002F1A98
3089, 2146.06970400, , id=0x0001, 0x00000000 0x002F1E80
3090, 2146.56972600, , id=0x0001, 0x00000000 0x002F2268
3091, 2147.06969200, , id=0x0001, 0x00000000 0x002F2650
3092, 2147.56973800, , id=0x0001, 0x00000000 0x002F2A38
3093, 2148.06970400, , id=0x0001, 0x00000000 0x002F2E20
3094, 2148.56973800, , id=0x0001, 0x00000000 0x002F3208
3095, 2149.06970400, , id=0x0001, 0x00000000 0x002F35F0
3096, 2149.56973800, , id=0x0001, 0x00000000 0x002F39D8
3097, 2150.06970400, , id=0x0001, 0x00000000 0x002F3DC0
3098, 2150.56972600, , id=0x0001, 0x00000000 0x002F41A8
3099, 2151.06970400, , id=0x0001, 0x00000000 0x002F4590
3100, 2151.56973800, , id=0x0001, 0x00000000 0x002F4978
3101, 2152.06970400, , id=0x0001, 0x00000000 0x002F4D60
3102, 2152.56973800, , id=0x0001, 0x00000000 0x002F5148
3103, 2153.06970400, , id=0x0001, 0x00000000 0x002F5530
3104, 2153.56973800, , id=0x0001, 0x00000000 0x002F5918
3105, 2154.06969200, , id=0x0001, 0x00000000 0x002F5D00
3106, 2154.56972600, , id=0x0001, 0x00000000 0x002F60E8
3107, 2155.06969200, , id=0x0001, 0x00000000 0x002F64D0
3108, 2155.56972600, , id=0x0001, 0x00000000 0x002F68B8
3109, 2156.06969200, , id=0x0001, 0x00000000 0x002F6CA0
3110, 2156.56973800, , id=0x0001, 0x00000000 0x002F7088
3111, 2157.06970400, , id=0x0001, 0x00000000 0x002F7470
3112, 2157.56973800, , id=0x0001, 0x00000000 0x002F7858
3113, 2158.06970400, , id=0x0001, 0x00000000 0x002F7C40
3114, 2158.56973800, , id=0x0001, 0x00000000 0x002F8028
3115, 2159.06969200, , id=0x0001, 0x00000000 0x002F8410
3116, 2159.56973800, , id=0x0001, 0x00000000 0x002F87F8
3117, 2160.06973800, , id=0x0001, 0x00000000 0x002F8BE0
3118, 2160.56973800, , id=0x0001, 0x00000000 0x002F8FC8
3119, 2161.06973800, , id=0x0001, 0x00000000 0x002F93B0
3120, 2161.56973800, , id=0x0001, 0x00000000 0x002F9798
3121, 2162.06973800, , id=0x0001, 0x00000000 0x002F9B80
3122, 2162.56972600, , id=0x0001, 0x00000000 0x002F9F68
3123, 2163.06972600, , id=0x0001, 0x00000000 0x002FA350
3124, 2163.56972600, , id=0x0001, 0x00000000 0x002FA738
3125, 2164.06972600, , id=0x0001, 0x00000000 0x002FAB20
3126, 2164.56973800, , id=0x0001, 0x00000000 0x002FAF08
3127, 2165.06973800, , id=0x0001, 0x00000000 0x002FB2F0
3128, 2165.56973800, , id=0x0001, 0x00000000 0x002FB6D8
3129, 2166.06973800, , id=0x0001, 0x00000000 0x002FBAC0
3130, 2166.56973800, , id=0x0001, 0x00000000 0x002FBEA8
3131, 2167.06973800, , id=0x0001, 0x00000000 0x002FC290
3132, 2167.56973800, , id=0x0001, 0x00000000 0x002FC678
3133, 2168.06973800, , id=0x0001, 0x00000000 0x002FCA60
3134, 2168.56973800, , id=0x0001, 0x00000000 0x002FCE48
3135, 2169.06973800, , id=0x0001, 0x00000000 0x002FD230
3136, 2169.56973800, , id=0x0001, 0x00000000 0x002FD618
3137, 2170.06973800, , id=0x0001, 0x00000000 0x002FDA00
3138, 2170.56973800, , id=0x0001, 0x00000000 0x002FDDE8
3139, 2171.06973800, , id=0x0001, 0x00000000 0x002FE1D0
3140, 2171.56973800, , id=0x0001, 0x00000000 0x002FE5B8
3141, 2172.06973800, , id=0x0001, 0x00000000 0x002FE9A0
3142, 2172.56973800, , id=0x0001, 0x00000000 0x002FED88
3143, 2173.06973800, , id=0x0001, 0x00000000 0x002FF170
3144, 2173.56973800, , id=0x0001, 0x00000000 0x002FF558
3145, 2174.06973800, , id=0x0001, 0x00000000 0x002FF940
3146, 2174.56973800, , id=0x0001, 0x00000000 0x002FFD28
3147, 2175.06974400, , id=0x0001, 0x00000000 0x00300110
3148, 2175.56973800, , id=0x0001, 0x00000000 0x003004F8
3149, 2176.06973800, , id=0x0001, 0x00000000 0x003008E0
3150, 2176.56973800, , id=0x0001, 0x00000000 0x00300CC8
3151, 2177.06972600, , id=0x0001, 0x00000000 0x003010B0
3152, 2177.56973800, , id=0x0001, 0x00000000 0x00301498
3153, 2178.06973800, , id=0x0001, 0x00000000 0x00301880
3154, 2178.56973800, , id=0x0001, 0x00000000 0x00301C68
3155, 2179.06973800, , id=0x0001, 0x00000000 0x00302050
3156, 2179.56973800, , id=0x0001, 0x00000000 0x00302438
3157, 2180.06973800, , id=0x0001, 0x00000000 0x00302820
3158, 2180.56973800, , id=0x0001, 0x00000000 0x00302C08
3159, 2181.06972600, , id=0x0001, 0x00000000 0x00302FF0
3160, 2181.56973800, , id=0x0001, 0x00000000 0x003033D8
3161, 2182.06973800, , id=0x0001, 0x00000000 0x003037C0
3162, 2182.56972600, , id=0x0001, 0x00000000 0x00303BA8
3163, 2183.06972600, , id=0x0001, 0x00000000 0x00303F90
3164, 2183.56973800, , id=0x0001, 0x00000000 0x00304378
3165, 2184.06973800, , id=0x0001, 0x00000000 0x00304760
3166, 2184.56973800, , id=0x0001, 0x00000000 0x00304B48
3167, 2185.06973800, , id=0x0001, 0x00000000 0x00304F30
3168, 2185.56973800, , id=0x0001, 0x00000000 0x00305318
3169, 2186.06972600, , id=0x0001, 0x00000000 0x00305700
3170, 2186.56972600, , id=0x0001, 0x00000000 0x00305AE8
3171, 2187.06973800, , id=0x0001, 0x00000000 0x00305ED0
3172, 2187.56973800, , id=0x0001, 0x00000000 0x003062B8
3173, 2188.06973800, , id=0x0001, 0x00000000 0x003066A0
3174, 2188.56973800, , id=0x0001, 0x00000000 0x00306A88
3175, 2189.06973800, , id=0x0001, 0x00000000 0x00306E70
3176, 2189.56973800, , id=0x0001, 0x00000000 0x00307258
3177, 2190.06973400, , id=0x0001, 0x00000000 0x00307640
3178, 2190.56972600, , id=0x0001, 0x00000000 0x00307A28
3179, 2191.06973800, , id=0x0001, 0x00000000 0x00307E10
3180, 2191.56972600, , id=0x0001, 0x00000000 0x003081F8
3181, 2192.06972600, , id=0x0001, 0x00000000 0x003085E0
3182, 2192.56972600, , id=0x0001, 0x00000000 0x003089C8
3183, 2193.06969200, , id=0x0001, 0x00000000 0x00308DB0
3184, 2193.56973800, , id=0x0001, 0x00000000 0x00309198
3185, 2194.06970400, , id=0x0001, 0x00000000 0x00309580
3186, 2194.56973800, , id=0x0001, 0x00000000 0x00309968
3187, 2195.06969200, , id=0x0001, 0x00000000 0x00309D50
3188, 2195.56973800, , id=0x0001, 0x00000000 0x0030A138
3189, 2196.06970400, , id=0x0001, 0x00000000 0x0030A520
3190, 2196.56973800, , id=0x0001, 0x00000000 0x0030A908
3191, 2197.06970400, , id=0x0001, 0x00000000 0x0030ACF0
3192, 2197.56973800, , id=0x0001, 0x00000000 0x0030B0D8
3193, 2198.06970400, , id=0x0001, 0x00000000 0x0030B4C0
3194, 2198.56973800, , id=0x0001, 0x00000000 0x0030B8A8
3195, 2199.06970400, , id=0x0001, 0x00000000 0x0030BC90
3196, 2199.56972600, , id=0x0001, 0x00000000 0x0030C078
3197, 2200.06970400, , id=0x0001, 0x00000000 0x0030C460
3198, 2200.56973800, , id=0x0001, 0x00000000 0x0030C848
3199, 2201.06970400, , id=0x0001, 0x00000000 0x0030CC30
3200, 2201.56972600, , id=0x0001, 0x00000000 0x0030D018
3201, 2202.06970400, , id=0x0001, 0x00000000 0x0030D400
3202, 2202.56973800, , id=0x0001, 0x00000000 0x0030D7E8
3203, 2203.06969200, , id=0x0001, 0x00000000 0x0030DBD0
3204, 2203.56973800, , id=0x0001, 0x00000000 0x0030DFB8
3205, 2204.06970400, , id=0x0001, 0x00000000 0x0030E3A0
3206, 2204.56973800, , id=0x0001, 0x00000000 0x0030E788
3207, 2205.06970400, , id=0x0001, 0x00000000 0x0030EB70
3208, 2205.56972600, , id=0x0001, 0x00000000 0x0030EF58
3209, 2206.06969200, , id=0x0001, 0x00000000 0x0030F340
3210, 2206.56972600, , id=0x0001, 0x00000000 0x0030F728
3211, 2207.06970400, , id=0x0001, 0x00000000 0x0030FB10
3212, 2207.56973000, , id=0x0001, 0x00000000 0x0030FEF8
3213, 2208.06970400, , id=0x0001, 0x00000000 0x003102E0
3214, 2208.56973800, , id=0x0001, 0x00000000 0x003106C8
3215, 2209.07159400, , id=0x0001, 0x00000000 0x00310AB3
3216, 2209.56973800, , id=0x0001, 0x00000000 0x00310E98
3217, 2210.06973800, , id=0x0001, 0x00000000 0x00311280
3218, 2210.56973800, , id=0x0001, 0x00000000 0x00311668
3219, 2211.06972600, , id=0x0001, 0x00000000 0x00311A50
3220, 2211.56973800, , id=0x0001, 0x00000000 0x00311E38
3221, 2212.06973800, , id=0x0001, 0x00000000 0x00312220
3222, 2212.56973800, , id=0x0001, 0x00000000 0x00312608
3223, 2213.06973800, , id=0x0001, 0x00000000 0x003129F0
3224, 2213.56973800, , id=0x0001, 0x00000000 0x00312DD8
3225, 2214.06973800, , id=0x0001, 0x00000000 0x003131C0
3226, 2214.56972600, , id=0x0001, 0x00000000 0x003135A8
3227, 2215.06973800, , id=0x0001, 0x00000000 0x00313990
3228, 2215.56973800, , id=0x0001, 0x00000000 0x00313D78
3229, 2216.06973800, , id=0x0001, 0x00000000 0x00314160
3230, 2216.56973800, , id=0x0001, 0x00000000 0x00314548
3231, 2217.06973800, , id=0x0001, 0x00000000 0x00314930
3232, 2217.56973800, , id=0x0001, 0x00000000 0x00314D18
3233, 2218.06973800, , id=0x0001, 0x00000000 0x00315100
3234, 2218.56972600, , id=0x0001, 0x00000000 0x003154E8
3235, 2219.06972600, , id=0x0001, 0x00000000 0x003158D0
3236, 2219.56973800, , id=0x0001, 0x00000000 0x00315CB8
3237, 2220.06973800, , id=0x0001, 0x00000000 0x003160A0
3238, 2220.56973800, , id=0x0001, 0x00000000 0x00316488
3239, 2221.06972600, , id=0x0001, 0x00000000 0x00316870
3240, 2221.56975000, , id=0x0001, 0x00000000 0x00316C58
3241, 2222.06974800, , id=0x0001, 0x00000000 0x00317040
3242, 2222.56973800, , id=0x0001, 0x00000000 0x00317428
3243, 2223.06973800, , id=0x0001, 0x00000000 0x00317810
3244, 2223.56973800, , id=0x0001, 0x00000000 0x00317BF8
3245, 2224.06973800, , id=0x0001, 0x00000000 0x00317FE0
3246, 2224.56972600, , id=0x0001, 0x00000000 0x003183C8
3247, 2225.06973800, , id=0x0001, 0x00000000 0x003187B0
3248, 2225.56973800, , id=0x0001, 0x00000000 0x00318B98
3249, 2226.06973800, , id=0x0001, 0x00000000 0x00318F80
3250, 2226.56972600, , id=0x0001, 0x00000000 0x00319368
3251, 2227.06973800, , id=0x0001, 0x00000000 0x00319750
3252, 2227.56973800, , id=0x0001, 0x00000000 0x00319B38
3253, 2228.06973800, , id=0x0001, 0x00000000 0x00319F20
3254, 2228.56972600, , id=0x0001, 0x00000000 0x0031A308
3255, 2229.06972600, , id=0x0001, 0x00000000 0x0031A6F0
3256, 2229.56973800, , id=0x0001, 0x00000000 0x0031AAD8
3257, 2230.06973800, , id=0x0001, 0x00000000 0x0031AEC0
3258, 2230.56972600, , id=0x0001, 0x00000000 0x0031B2A8
3259, 2231.06973800, , id=0x0001, 0x00000000 0x0031B690
3260, 2231.56972600, , id=0x0001, 0x00000000 0x0031BA78
3261, 2232.06973800, , id=0x0001, 0x00000000 0x0031BE60
3262, 2232.56972600, , id=0x0001, 0x00000000 0x0031C248
3263, 2233.06973800, , id=0x0001, 0x00000000 0x0031C630
3264, 2233.56973800, , id=0x0001, 0x00000000 0x0031CA18
3265, 2234.06972600, , id=0x0001, 0x00000000 0x0031CE00
3266, 2234.56973800, , id=0x0001, 0x00000000 0x0031D1E8
3267, 2235.06973800, , id=0x0001, 0x00000000 0x0031D5D0
3268, 2235.56972600, , id=0x0001, 0x00000000 0x0031D9B8
3269, 2236.06972600, , id=0x0001, 0x00000000 0x0031DDA0
3270, 2236.56973800, , id=0x0001, 0x00000000 0x0031E188
3271, 2237.06973800, , id=0x0001, 0x00000000 0x0031E570
3272, 2237.56973800, , id=0x0001, 0x00000000 0x0031E958
3273, 2238.06973800, , id=0x0001, 0x00000000 0x0031ED40
3274, 2238.56973800, , id=0x0001, 0x00000000 0x0031F128
3275, 2239.06973800, , id=0x0001, 0x00000000 0x0031F510
3276, 2239.56972600, , id=0x0001, 0x00000000 0x0031F8F8
3277, 2240.06973800, , id=0x0001, 0x00000000 0x0031FCE0
3278, 2240.56973800, , id=0x0001, 0x00000000 0x003200C8
3279, 2241.06973800, , id=0x0001, 0x00000000 0x003204B0
3280, 2241.56973800, , id=0x0001, 0x00000000 0x00320898
3281, 2242.06973800, , id=0x0001, 0x00000000 0x00320C80
3282, 2242.56973800, , id=0x0001, 0x00000000 0x00321068
3283, 2243.06972600, , id=0x0001, 0x00000000 0x00321450
3284, 2243.56973800, , id=0x0001, 0x00000000 0x00321838
3285, 2244.06972600, , id=0x0001, 0x00000000 0x00321C20
3286, 2244.56972600, , id=0x0001, 0x00000000 0x00322008
3287, 2245.06972600, , id=0x0001, 0x00000000 0x003223F0
3288, 2245.56973800, , id=0x0001, 0x00000000 0x003227D8
3289, 2246.06973800, , id=0x0001, 0x00000000 0x00322BC0
3290, 2246.56973800, , id=0x0001, 0x00000000 0x00322FA8
3291, 2247.06972600, , id=0x0001, 0x00000000 0x00323390
3292, 2247.56973800, , id=0x0001, 0x00000000 0x00323778
3293, 2248.06973800, , id=0x0001, 0x00000000 0x00323B60
3294, 2248.56972600, , id=0x0001, 0x00000000 0x00323F48
3295, 2249.06973800, , id=0x0001, 0x00000000 0x00324330
3296, 2249.56973800, , id=0x0001, 0x00000000 0x00324718
3297, 2250.06973800, , id=0x0001, 0x00000000 0x00324B00
3298, 2250.56973800, , id=0x0001, 0x00000000 0x00324EE8
3299, 2251.06972600, , id=0x0001, 0x00000000 0x003252D0
3300, 2251.56973800, , id=0x0001, 0x00000000 0x003256B8
3301, 2252.06972600, , id=0x0001, 0x00000000 0x00325AA0
3302, 2252.56973800, , id=0x0001, 0x00000000 0x00325E88
3303, 2253.06973800, , id=0x0001, 0x00000000 0x00326270
3304, 2253.56972600, , id=0x0001, 0x00000000 0x00326658
3305, 2254.06972600, , id=0x0001, 0x00000000 0x00326A40
3306, 2254.56973800, , id=0x0001, 0x00000000 0x00326E28
3307, 2255.06972600, , id=0x0001, 0x00000000 0x00327210
3308, 2255.56973800, , id=0x0001, 0x00000000 0x003275F8
3309, 2256.06972600, , id=0x0001, 0x00000000 0x003279E0
3310, 2256.56973800, , id=0x0001, 0x00000000 0x00327DC8
3311, 2257.06973800, , id=0x0001, 0x00000000 0x003281B0
3312, 2257.56972600, , id=0x0001, 0x00000000 0x00328598
3313, 2258.06973800, , id=0x0001, 0x00000000 0x00328980
3314, 2258.56972600, , id=0x0001, 0x00000000 0x00328D68
3315, 2259.06973800, , id=0x0001, 0x00000000 0x00329150
3316, 2259.56972600, , id=0x0001, 0x00000000 0x00329538
3317, 2260.06973800, , id=0x0001, 0x00000000 0x00329920
3318, 2260.56972600, , id=0x0001, 0x00000000 0x00329D08
3319, 2261.07175600, , id=0x0001, 0x00000000 0x0032A0F4
3320, 2261.56973800, , id=0x0001, 0x00000000 0x0032A4D8
3321, 2262.06973800, , id=0x0001, 0x00000000 0x0032A8C0
3322, 2262.56972600, , id=0x0001, 0x00000000 0x0032ACA8
3323, 2263.06973800, , id=0x0001, 0x00000000 0x0032B090
3324, 2263.56972600, , id=0x0001, 0x00000000 0x0032B478
3325, 2264.06972600, , id=0x0001, 0x00000000 0x0032B860
3326, 2264.56973800, , id=0x0001, 0x00000000 0x0032BC48
3327, 2265.06973800, , id=0x0001, 0x00000000 0x0032C030
3328, 2265.56973800, , id=0x0001, 0x00000000 0x0032C418
3329, 2266.06973800, , id=0x0001, 0x00000000 0x0032C800
3330, 2266.56973800, , id=0x0001, 0x00000000 0x0032CBE8
3331, 2267.06973800, , id=0x0001, 0x00000000 0x0032CFD0
3332, 2267.56972600, , id=0x0001, 0x00000000 0x0032D3B8
3333, 2268.06973800, , id=0x0001, 0x00000000 0x0032D7A0
3334, 2268.56973800, , id=0x0001, 0x00000000 0x0032DB88
3335, 2269.06973800, , id=0x0001, 0x00000000 0x0032DF70
3336, 2269.56973800, , id=0x0001, 0x00000000 0x0032E358
3337, 2270.06973800, , id=0x0001, 0x00000000 0x0032E740
